gamer_tag,full_name,role,residency,country,team
Tselin,Zhao Ze-Lin (赵泽霖),Support,China,china,2144 Gaming
Zzz (Gan Qi-Feng),Gan Qi-Feng (甘奇峰),Support,China,china,2144 Gaming
Muyi,Yang Shuang (杨爽),Support,China,china,2144 Gaming
PLL,Park Jae-gwon (박재권),Top,South Korea,south korea,2144 Danmu Gaming
Ocean (Tang Hai-Qin),Tang Hai-Qin (唐海钦),Unknown,China,china,2144 Danmu Gaming
Minoko,Hu Biao (胡彪),Support,China,china,2144 Danmu Gaming
AmazingJ,Shek Wai Ho (石偉豪),Top,China,hk,EDward Esports
Avoidless,Fan Jun Wei (范俊偉),Jungle,China,hk,EDward Esports
Baybay,Wang You-Chun (王佑軍),Jungle,China,tw,EDward Esports
BaeMe,Kang Yang-hyun (강양현),Mid,South Korea,south korea,EDward Esports
Jinjiao,Xie Jin-Shan (谢金山),Ad Carry,China,china,EDward Esports
Road,Yun Han-gil (윤한길),Support,South Korea,south korea,EDward Esports
MongMong,Moon Chang-min (문창민),Top,South Korea,south korea,IN Gaming
Hashiqi,Qin Chuan (覃川),Top,China,china,IN Gaming
Tianz,Lyu Kun (吕坤),Jungle,China,china,IN Gaming
loveless,Yu Ying-Peng (余英朋),Jungle,China,china,IN Gaming
Rain (Kim Sang-hyeon),Kim Sang-hyeon (김상현),Jungle,South Korea,south korea,IN Gaming
FireRain,Choo Hwa-woo (추화우),Mid,South Korea,south korea,IN Gaming
Ly1,Liu Yi (刘奕),Ad Carry,China,china,IN Gaming
Snowbao,Dai Xue-Qiang (戴雪强),Ad Carry,China,china,IN Gaming
Qiuqiu (Zhang Ming),Zhang Ming (张明),Ad Carry,China,china,IN Gaming
Gao,Lyu Biao-Zhong (吕标忠),Ad Carry,China,china,IN Gaming
Hao (Xu Kai-Hao),Xu Kai-Hao (许凯豪),Support,China,china,IN Gaming
Xiaoyu,Liang Jian (梁健),Jungle,China,china,Legend Dragon
Xinyi,Chang Ping (常平),Jungle,China,china,Legend Dragon
Twila,Huang Ting-Wei (黄庭威),Mid,China,china,Legend Dragon
GoDJJ,Wang Yung-Chieh (王永傑),Ad Carry,PCS (Pacific Championship Series),tw,Legend Dragon
Ysera,Wang Tsung-Chih (汪宗志),Support,PCS (Pacific Championship Series),tw,Legend Dragon
ARK (Park Yeong-jin),Park Yeong-jin (박영진),Jungle,South Korea,south korea,MF Gaming
Khan,Kim Dong-ha (김동하),Top,South Korea,south korea,Newbee Young
Clid,Kim Tae-min (김태민),Jungle,South Korea,south korea,Newbee Young
XiaoLuoLuo,Yin Peng (尹彭),Mid,China,china,Newbee Young
Candy (Tang Xin),Tang Xin (唐鑫),Ad Carry,China,china,Newbee Young
YuZhe,Zhang Zhe (张哲),Support,China,china,Newbee Young
Brando,Zhou Chao (周超),Top,China,china,Oh My Dream
TT (Lee Jae-seung),Lee Jae-seung (이재승),Top,South Korea,south korea,Oh My Dream
Naranja,Ma Chao (马超),Mid,China,china,Oh My Dream
Wx (Yu Xian),Yu Xian (余显),Mid,China,china,Oh My Dream
Eternal (Baek Seung-min),Baek Seung-min (백승민),Unknown,South Korea,south korea,Revenger
Many,Yu Yang (于洋),Unknown,China,china,Revenger
jingjun,Jing Jun (敬军),Jungle,China,china,Revenger
chirchri,Yu Chung-yeol (유청열),Mid,South Korea,south korea,Revenger
ulcorn,Xia Kun (夏坤),Ad Carry,China,china,Revenger
Starlight,Li Shun-Jie (李顺杰),Support,China,china,Revenger
Lies (Guo Hao-Tian),Guo Hao-Tian (郭昊天),Top,China,china,Star Horn Royal Club
hu1,Lei Hui-Guo (雷辉国),Unknown,China,china,Star Horn Royal Club
leanheart,Mao Jie (毛杰),Jungle,China,china,Star Horn Royal Club
BoBo (He Wen-Bo),He Wen-Bo (何文博),Ad Carry,China,china,Star Horn Royal Club
SouthWind,Su Zhi-Lin (苏志林),Support,China,china,Star Horn Royal Club
Carry,Wang Zu-Jing (王祖靓),Top,China,china,Unlimited Potential
Kai (Yang Kai),Yang Kai (杨凯),Top,China,china,Unlimited Potential
World6,Chen Yu-Tian (陈裕添),Jungle,China,china,Unlimited Potential
Hetong,Wang Bin (王斌),Unknown,China,china,Unlimited Potential
Peng (Peng Yi-Bo),Peng Yi-Bo (彭一博),Mid,China,china,Unlimited Potential
Xuan (Pi Xiao-Xuan),Pi Xiao-Xuan (皮孝轩),Ad Carry,China,china,Unlimited Potential
BoxeR (Xu You-Xi),Xu You-Xi (徐右锡),Support,China,china,Unlimited Potential
TenK,Li Ming-Chao (李明超),Top,China,china,Team WE Future
RalnesYoga,Chen Long (陈龙),Top,China,china,Team WE Future
SOO,Yu Hong (于鸿),Jungle,China,china,Team WE Future
MingB,Chen Jian-Liu (陈剑柳),Unknown,China,china,Team WE Future
Wuming (Wang Xin),Wang Xin (王鑫),Mid,China,china,Team WE Future
ZhouFang,Ho Shu (方洲),Mid,China,china,Team WE Future
Chelly (Li Yu-Zhou),Li Yu-Zhou (李雨洲),Ad Carry,China,china,Team WE Future
Jaden (Xu Peng),Xu Peng (许鹏),Ad Carry,China,china,Team WE Future
yuyanjia,Liang Jia-Yuan (梁家源),Support,China,china,Team WE Future
yueyueyue,Mao Yong-Jie (毛永杰),Top,China,china,Wan Yoo
z1hao,Song Zi-Hao (宋子豪),Top,China,china,Wan Yoo
Sixsix9,Li Quan-Qiu (李全球),Jungle,China,china,Wan Yoo
KaKAO,Lee Byung-kwon (이병권),Unknown,South Korea,south korea,Wan Yoo
Seok1,Ha Seok-won (하석원),Mid,South Korea,south korea,Wan Yoo
Poems,Hu Jia (胡佳),Mid,China,china,Wan Yoo
SLEEK,Kim Deul (김들),Ad Carry,South Korea,south korea,Wan Yoo
kane4357,Li Chi Hung (李智鴻),Ad Carry,China,hk,Wan Yoo
Maps9,Li Qin-Jie (李覃杰),Support,China,china,Wan Yoo
Samd,Lee Jae-hoon (이재훈),Support,South Korea,south korea,Wan Yoo
Faner,Liu Xing-Jie (柳兴杰),Jungle,China,china,Young Glory
Kla1,Zhou Kai-Lai (周开来),Unknown,China,china,Young Glory
Nanzhu,Luo Jia-Rong (罗镓荣),Mid,China,china,Young Glory
RainboW (Kim Soo-gi),Kim Soo-gi (김수기),Mid,South Korea,south korea,Young Glory
Dingbo,Ding Yu-Bo (丁于波),Support,China,china,Young Glory
ning,Gao Zhen-Ning (高振宁),Unknown,China,china,Young Miracles
Sai (Weng De-Le),Weng De-Le (翁的乐),Ad Carry,China,china,Young Miracles
Skye,Fang Qi-Fan (方启帆),Top,China,china,ZTR Gaming
ChanE,Kim Chan-ui (김찬의),Top,South Korea,south korea,ZTR Gaming
Watch,Cho Jae-geol (조재걸),Jungle,South Korea,south korea,ZTR Gaming
Xiaopeng,Wang Peng (王鹏),Jungle,China,china,ZTR Gaming
Ggoong,Yu Byeong-jun (유병준),Mid,South Korea,south korea,ZTR Gaming
y4,Wang Nong-Mo (王弄墨),Ad Carry,China,china,ZTR Gaming
Ao,Xue Chang-Jun (薛昌俊),Ad Carry,China,china,ZTR Gaming
LvMao,Zuo Ming-Hao (左名豪),Support,China,china,ZTR Gaming
Sky (Ha Neul),Ha Neul (하늘),Top,South Korea,south korea,2144
qi,Zhao A-Wei (赵阿伟),Mid,China,china,2144
Muyi,Yang Shuang (杨爽),Support,China,china,2144
AmazingJ,Shek Wai Ho (石偉豪),Top,China,hk,EDE
Baybay,Wang You-Chun (王佑軍),Jungle,China,tw,EDE
Avoidless,Fan Jun Wei (范俊偉),Jungle,China,hk,EDE
BaeMe,Kang Yang-hyun (강양현),Mid,South Korea,south korea,EDE
Jinjiao,Xie Jin-Shan (谢金山),Ad Carry,China,china,EDE
Road,Yun Han-gil (윤한길),Support,South Korea,south korea,EDE
Zoom,Zhang Xing-Ran (张星冉),Top,China,china,MFG
Ori,Yoon Ju-seong (윤주성),Jungle,South Korea,south korea,MFG
Elinke,Chung Hyun-chul (정현철),Mid,South Korea,south korea,MFG
Mushroom,Zhang Xiao-Fu (张肖夫),Ad Carry,China,china,MFG
xintai,Li Jin-Hui (李锦辉),Support,China,china,MFG
Wx (Yu Xian),Yu Xian (余显),Mid,Unknown/None,china,Oh My Dream
Lies (Guo Hao-Tian),Guo Hao-Tian (郭昊天),Top,China,china,SH Royal Club
hu1,Lei Hui-Guo (雷辉国),Jungle,China,china,SH Royal Club
corn (Lei Wen),Lei Wen (雷文),Mid,China,china,SH Royal Club
BoBo (He Wen-Bo),He Wen-Bo (何文博),Ad Carry,China,china,SH Royal Club
SouthWind,Su Zhi-Lin (苏志林),Support,China,china,SH Royal Club
Hetong,Wang Bin (王斌),Mid,China,china,Unlimited Potential
KaKAO,Lee Byung-kwon (이병권),Jungle,South Korea,south korea,Wan Yoo
kane4357,Li Chi Hung (李智鴻),Support,China,hk,Wan Yoo
Lies (Guo Hao-Tian),Guo Hao-Tian (郭昊天),Top,China,china,2144 Danmu Gaming
Karin,Jeong Soo-jong (정수종),Jungle,South Korea,south korea,2144 Danmu Gaming
Maple (Peng Zi-Wei),Peng Zi-Wei (彭子威),Mid,China,china,2144 Danmu Gaming
Carry,Wang Zu-Jing (王祖靓),Top,China,china,2144 Gaming
Qiuqiu (Zhang Ming),Zhang Ming (张明),Ad Carry,China,china,2144 Gaming
Sprout (Shi Min-Dong),Shi Min-Dong (侍民东),Unknown,China,china,2144 Gaming
Gaeng,Yang Gwang-woo (양광우),Support,South Korea,south korea,2144 Gaming
SoaR,Lee Gang-pyo (이강표),Top,South Korea,south korea,IN Gaming
Quan,Zhu Yong-Quan (朱永权),Jungle,China,china,IN Gaming
Vasilii,Li Wei-Jun (李威俊),Ad Carry,China,china,IN Gaming
lin (Zhu Qi-Lin),Zhu Qi-Lin (朱麒麟),Mid,China,china,Legend Dragon
Xubin,Xu Qing-Bin (许庆彬),Ad Carry,China,china,Legend Dragon
17,Xu Zhao (徐曌),Top,China,china,Newbee Young
Doinb,Kim Tae-sang (김태상),Mid,South Korea,south korea,Newbee Young
Alone,Wang Zi-Jun (王子君),Ad Carry,China,china,Newbee Young
Ali (Liu Xu-Dong),Liu Xu-Dong (刘旭东),Support,China,china,Newbee Young
Hun1,Han Chang-hoon (한창훈),Support,South Korea,south korea,Oh My Dream
TenK,Li Ming-Chao (李明超),Top,China,china,Revenger
Vin (Shin Min-jae),Shin Min-jae (신민재),Jungle,South Korea,south korea,Revenger
Chirchri,Yu Chung-yeol (유충열),Mid,South Korea,south korea,Revenger
SLEEK,Kim Deul (김들),Ad Carry,South Korea,south korea,Revenger
ulcorn,Xia Kun (夏坤),Unknown,China,china,Revenger
max (Chen Guo-Ren),Chen Guo-Ren (陈国仁),Support,China,china,Revenger
letme,Yan Jun-Ze (严君泽),Top,China,china,SH Royal Club
inSec,Choi In-seok (최인석),Jungle,South Korea,south korea,SH Royal Club
Bvoy,Ju Yeong-hoon (주영훈),Ad Carry,South Korea,south korea,SH Royal Club
LeY,Le Yi (乐毅),Support,China,china,SH Royal Club
XiaoAL,Xie Zhen-Ying (谢镇营),Top,China,china,T.Bear Gaming
hunt3r,Zhan Xin (詹鑫),Jungle,China,china,T.Bear Gaming
Ying,Du Zhong (杜仲),Jungle,China,china,T.Bear Gaming
dian,Li Guo-Peng (李国鹏),Mid,China,china,T.Bear Gaming
Bananafish,Peng Ze (彭泽),Ad Carry,China,china,T.Bear Gaming
Lz (Li Zhen),Li Zhen (李震),Top,China,china,TCS Gaming
Hx,Hu Xin (胡鑫),Jungle,China,china,TCS Gaming
fenfen,Huang Chen (黄琛),Mid,China,china,TCS Gaming
Lwx,Lin Wei-Xiang (林炜翔),Ad Carry,China,china,TCS Gaming
Pinus,Liu Qing-Song (刘青松),Support,China,china,TCS Gaming
xy,Feng Yu-Xin (冯玉鑫),Top,China,china,Team KungFu
Nzszzxs1,Shi Heng (石恒),Top,China,china,Team KungFu
Knight (Kim Hong-ju),Kim Hong-ju (김홍주),Top,South Korea,south korea,Team KungFu
Cola,Jiang Nan (江南),Top,China,china,Team KungFu
yolo,Jang Hyeon-su (장현수),Jungle,South Korea,south korea,Team KungFu
Soist,He Zhi-Hong (何志鸿),Jungle,China,china,Team KungFu
AMEL,Kim Nam-hun (김남훈),Jungle,South Korea,south korea,Team KungFu
Raphael (Ko Jae-hyun),Ko Jae-hyun (고재현),Mid,South Korea,south korea,Team KungFu
NaeHyun,Yoo Nae-hyun (유내현),Unknown,South Korea,south korea,Team KungFu
suk1M,Chen Zhi-Yuan (陈智远),Ad Carry,China,china,Team KungFu
ZangAo,Feng Guang-Hua (冯光华),Ad Carry,China,china,Team KungFu
Moon (Gu Yue-Ze-Yu),Gu Yue-Ze-Yu (古月泽宇),Ad Carry,China,china,Team KungFu
Soul (Zhou Feng),Zhou Feng (周枫),Support,China,china,Team KungFu
Zoom,Zhang Xing-Ran (张星冉),Top,China,china,Wan Yoo Dream
KaKAO,Lee Byung-kwon (이병권),Jungle,South Korea,south korea,Wan Yoo Dream
Ori,Yoon Ju-seong (윤주성),Jungle,South Korea,south korea,Wan Yoo Dream
Nagne,Kim Sang-moon (김상문),Mid,South Korea,south korea,Wan Yoo Dream
Mushroom,Zhang Xiao-Fu (张肖夫),Ad Carry,China,china,Wan Yoo Dream
xintai,Li Jin-Hui (李锦辉),Support,China,china,Wan Yoo Dream
xiaoxi,Li Sheng-Wei (李盛维),Jungle,China,china,ZTR Gaming
Xinyi,Chang Ping (常平),Jungle,China,china,LDG
Twila,Huang Ting-Wei (黄庭威),Mid,China,china,LDG
Xubin,Xu Qing-Bin (许庆彬),Ad Carry,China,china,LDG
Ysera,Wang Tsung-Chih (汪宗志),Support,PCS (Pacific Championship Series),tw,LDG
17,Xu Zhao (徐曌),Top,China,china,NBY
Clid,Kim Tae-min (김태민),Jungle,South Korea,south korea,NBY
Doinb,Kim Tae-sang (김태상),Mid,South Korea,south korea,NBY
Alone,Wang Zi-Jun (王子君),Ad Carry,China,china,NBY
Ali (Liu Xu-Dong),Liu Xu-Dong (刘旭东),Support,China,china,NBY
letme,Yan Jun-Ze (严君泽),Top,China,china,SHR
Bvoy,Ju Yeong-hoon (주영훈),Ad Carry,South Korea,south korea,SHR
LeY,Le Yi (乐毅),Support,China,china,SHR
Brando,Zhou Chao (周超),Top,China,china,OMD
Jiekou,Hu Zi-Xiang (胡梓翔),Jungle,China,china,OMD
Wx (Yu Xian),Yu Xian (余显),Mid,China,china,OMD
Hun1,Han Chang-hoon (한창훈),Support,South Korea,south korea,OMD
ulcorn,Xia Kun (夏坤),Top,China,china,RVGR
TenK,Li Ming-Chao (李明超),Top,China,china,RVGR
Many,Yu Yang (于洋),Jungle,China,china,RVGR
Chirchri,Yu Chung-yeol (유충열),Mid,South Korea,south korea,RVGR
Kairo,Xu Zhi-Shan (徐志善),Mid,China,china,RVGR
SLEEK,Kim Deul (김들),Ad Carry,South Korea,south korea,RVGR
Starlight,Li Shun-Jie (李顺杰),Support,China,china,RVGR
Lz (Li Zhen),Li Zhen (李震),Top,China,china,TCS
Hx,Hu Xin (胡鑫),Jungle,China,china,TCS
fenfen,Huang Chen (黄琛),Mid,China,china,TCS
Lwx,Lin Wei-Xiang (林炜翔),Ad Carry,China,china,TCS
Pinus,Liu Qing-Song (刘青松),Support,China,china,TCS
Zoom,Zhang Xing-Ran (张星冉),Top,China,china,WYD
KaKAO,Lee Byung-kwon (이병권),Jungle,South Korea,south korea,WYD
Nagne,Kim Sang-moon (김상문),Mid,South Korea,south korea,WYD
Mushroom,Zhang Xiao-Fu (张肖夫),Ad Carry,China,china,WYD
xintai,Li Jin-Hui (李锦辉),Support,China,china,WYD
Zoom,Zhang Xing-Ran (张星冉),Top,China,china,DS Gaming
Hx,Hu Xin (胡鑫),Jungle,China,china,DS Gaming
Xiaopeng,Wang Peng (王鹏),Jungle,China,china,DS Gaming
Chirchri,Yu Chung-yeol (유충열),Mid,South Korea,south korea,DS Gaming
Fruit,Park Hyeong-gi (박형기),Ad Carry,South Korea,south korea,DS Gaming
xintai,Li Jin-Hui (李锦辉),Support,China,china,DS Gaming
Moyu,Xiong Hui-Dong (熊晖东),Top,China,china,Gama E-Sport Dream
H4cker,Yang Zhi-Hao (杨志浩),Jungle,China,china,Gama E-Sport Dream
yourlight,Yu De-Zhao (余德钊),Mid,China,china,Gama E-Sport Dream
Dennis,Lau Hoi Wing (劉凱穎),Unknown,PCS (Pacific Championship Series),hk,Gama E-Sport Dream
Ranger (Wang Qiang),Wang Qiang (王强),Ad Carry,China,china,Gama E-Sport Dream
PAnG (Liao Kang-Jian),Liao Kang-Jian (廖康健),Ad Carry,China,china,Gama E-Sport Dream
Se7en (Kuo Yi-Chiun),Kuo Yi-Chiun (郭益群),Ad Carry,PCS (Pacific Championship Series),tw,Gama E-Sport Dream
KinG (Kim Ji-hoon),Kim Ji-hoon (김지훈),Support,South Korea,south korea,Gama E-Sport Dream
wangchen,Lin Cong (林聪),Support,China,china,Gama E-Sport Dream
Libra,Tang Li-Dong (汤立东),Top,China,china,IN Gaming
FireRain,Choo Hwa-woo (추화우),Top,South Korea,south korea,IN Gaming
bingo (Xie Bin),Xie Bin (谢彬),Jungle,China,china,IN Gaming
BaeMe,Kang Yang-hyun (강양현),Mid,South Korea,south korea,IN Gaming
Jelly (Son Ho-gyeong),Son Ho-gyeong (손호경),Support,South Korea,south korea,IN Gaming
Jiawen,Li Hao-Zhen (李浩臻),Top,China,china,Legend Dragon
May (Luo De-Yong),Luo De-Yong (骆德勇),Top,China,china,Legend Dragon
xiaohan (Pan Han),Pan Han (潘涵),Unknown,China,china,Legend Dragon
Malygos,Wen Cong (文聪),Jungle,China,china,Legend Dragon
RD,Liang Teng-Li (梁騰勵),Ad Carry,PCS (Pacific Championship Series),tw,Legend Dragon
Spunk,Wang Zhi-Peng (王志鹏),Top,China,china,Mighty Eagle
Hamigua,Liu Zhi-Yu (刘志云),Top,China,china,Mighty Eagle
Magic,Zhou Jun-Xuan (周俊轩),Jungle,China,china,Mighty Eagle
Crisis,Huang Zhen (黄震),Jungle,China,china,Mighty Eagle
SOO,Yu Hong (于鸿),Jungle,China,china,Mighty Eagle
Zbb,Ke Zhi (柯智),Mid,China,china,Mighty Eagle
ZhouFang,Ho Shu (方洲),Mid,China,china,Mighty Eagle
Snow (Wu Hao-Shun),Wu Hao-Shun (吴好顺),Ad Carry,China,china,Mighty Eagle
Celestial,He Xin (何鑫),Support,China,china,Mighty Eagle
City,He Wei (贺维),Support,China,china,Mighty Eagle
ChanE,Kim Chan-ui (김찬의),Top,South Korea,south korea,NON Gaming
Pdd,Liu Mou (刘谋),Top,Unknown/None,unknown,NON Gaming
ChanU,Jeong Chan-woo (정찬우),Jungle,South Korea,south korea,NON Gaming
Ori,Yoon Ju-seong (윤주성),Jungle,South Korea,south korea,NON Gaming
hy,Han Xing (韩兴),Mid,China,china,NON Gaming
Wx (Yu Xian),Yu Xian (余显),Mid,China,china,NON Gaming
y4,Wang Nong-Mo (王弄墨),Ad Carry,China,china,NON Gaming
LvMao,Zuo Ming-Hao (左名豪),Support,China,china,NON Gaming
BAKA,Lu Fan (陆凡),Mid,China,china,Oh My Dream
irma,Yang Zi-Ang (阳子昂),Mid,China,china,Oh My Dream
North (Zhang Yu-Ze),Zhang Yu-Ze (张雨泽),Ad Carry,China,china,Oh My Dream
Asura,Lu Qi (卢麒),Ad Carry,China,china,Oh My Dream
zhuangzhou,Zhou Yong-Chong (周永冲),Support,China,china,Oh My Dream
Eternal (Baek Seung-min),Baek Seung-min (백승민),Top,South Korea,south korea,Royal Club
Sky (Ha Neul),Ha Neul (하늘),Top,South Korea,south korea,Royal Club
xiaoxi,Li Sheng-Wei (李盛维),Jungle,China,china,Royal Club
inSec,Choi In-seok (최인석),Jungle,South Korea,south korea,Royal Club
Assassin,Zhou Yi-Xiang (周翼翔),Mid,China,china,Royal Club
corn (Lei Wen),Lei Wen (雷文),Mid,China,china,Royal Club
wuxin,Wang Cheng (王城),Ad Carry,China,china,Royal Club
LeY,Le Yi (乐毅),Support,China,china,Royal Club
chimin,Kim Gyeong-min (김경민),Unknown,South Korea,south korea,Saint Gaming
bing (Feng Jin-Wei),Feng Jin-Wei (冯津伟),Mid,China,china,Saint Gaming
XiaoAL,Xie Zhen-Ying (谢镇营),Top,China,china,SN Gaming
Avoidless,Fan Jun Wei (范俊偉),Jungle,China,hk,SN Gaming
dian,Li Guo-Peng (李国鹏),Mid,China,china,SN Gaming
Fury (Lee Jin-yong),Lee Jin-yong (이진용),Ad Carry,South Korea,south korea,SN Gaming
Yoon,Kim Byung-yoon (김병윤),Support,South Korea,south korea,SN Gaming
ning,Gao Zhen-Ning (高振宁),Jungle,China,china,Young Miracles
Knight (Zhuo Ding),Zhuo Ding (卓定),Mid,China,china,Young Miracles
Bvoy,Ju Yeong-hoon (주영훈),Ad Carry,South Korea,south korea,Young Miracles
Killua,Liu Dan-Yang (刘丹阳),Support,China,china,Young Miracles
FishBall,Wang Yu (王宇),Jungle,China,china,DAN
Yjin,Lee Yong-jin (이용진),Ad Carry,South Korea,south korea,DAN
Eternal (Baek Seung-min),Baek Seung-min (백승민),Top,South Korea,south korea,Royal
inSec,Choi In-seok (최인석),Jungle,South Korea,south korea,Royal
xiaoxi,Li Sheng-Wei (李盛维),Jungle,China,china,Royal
corn (Lei Wen),Lei Wen (雷文),Mid,China,china,Royal
Assassin,Zhou Yi-Xiang (周翼翔),Mid,China,china,Royal
wuxin,Wang Cheng (王城),Ad Carry,China,china,Royal
LeY,Le Yi (乐毅),Support,China,china,Royal
Avoidless,Fan Jun Wei (范俊偉),Jungle,China,hk,SNG
dian,Li Guo-Peng (李国鹏),Mid,China,china,SNG
Zoom,Zhang Xing-Ran (张星冉),Top,China,china,DS
Hx,Hu Xin (胡鑫),Jungle,China,china,DS
inSec,Choi In-seok (최인석),Jungle,South Korea,south korea,DS
Xiaopeng,Wang Peng (王鹏),Jungle,China,china,DS
xiaoxi,Li Sheng-Wei (李盛维),Jungle,China,china,DS
Wx (Yu Xian),Yu Xian (余显),Mid,China,china,DS
chirchri,Yu Chung-yeol (유청열),Mid,South Korea,south korea,DS
pilot (Na Woo-hyung),Na Woo-hyung (나우형),Ad Carry,South Korea,south korea,DS
xintai,Li Jin-Hui (李锦辉),Support,China,china,DS
zhuangzhou,Zhou Yong-Chong (周永冲),Support,China,china,DS
Spunk,Wang Zhi-Peng (王志鹏),Top,China,china,Game Talents
Magic,Zhou Jun-Xuan (周俊轩),Jungle,China,china,Game Talents
FireRain,Choo Hwa-woo (추화우),Mid,South Korea,south korea,Game Talents
Mala,Yang Hyeon-jong (양현종),Mid,South Korea,south korea,Game Talents
Chelly (Li Yu-Zhou),Li Yu-Zhou (李雨洲),Ad Carry,China,china,Game Talents
Celestial,He Xin (何鑫),Support,China,china,Game Talents
Hashiqi,Qin Chuan (覃川),Top,China,china,Joy Dream
Misaki,Xue Chao (薛超),Top,China,china,Joy Dream
Pdd,Liu Mou (刘谋),Top,Unknown/None,unknown,Joy Dream
up (Jin Wen-Jie),Jin Wen-Jie (金文杰),Top,China,china,Joy Dream
Ori,Yoon Ju-seong (윤주성),Unknown,South Korea,south korea,Joy Dream
ChanU,Jeong Chan-woo (정찬우),Unknown,South Korea,south korea,Joy Dream
Rika (Peng Jun-Kai),Peng Jun-Kai (彭俊凯),Jungle,China,china,Joy Dream
BaeMe,Kang Yang-hyun (강양현),Mid,South Korea,south korea,Joy Dream
clx,Chen Yi (陈毅),Mid,China,china,Joy Dream
Quiet (Tang Yong),Tang Yong (唐勇),Ad Carry,China,china,Joy Dream
Ao,Xue Chang-Jun (薛昌俊),Ad Carry,China,china,Joy Dream
Deceit,Shi Lin-Jiang (施林江),Support,China,china,Joy Dream
Hao (Xu Kai-Hao),Xu Kai-Hao (许凯豪),Support,China,china,Joy Dream
xiaohan (Pan Han),Pan Han (潘涵),Jungle,China,china,Legend Dragon
xinian,Zhang Sheng-Han (张胜寒),Mid,China,china,Legend Dragon
Ell,Chen Li-Xin (陈立信),Support,China,china,Legend Dragon
Ink (Huang Huan-Yi),Huang Huan-Yi (黄焕铱),Top,China,china,Moss Seven Club
xiaofan,Xie Tao (谢滔),Jungle,China,china,Moss Seven Club
M1anhua,Chen Jia-Hao (陈家豪),Jungle,China,china,Moss Seven Club
YaGao,Zeng Qi (曾奇),Mid,China,china,Moss Seven Club
Mushroom,Zhang Xiao-Fu (张肖夫),Ad Carry,China,china,Moss Seven Club
North (Zhang Yu-Ze),Zhang Yu-Ze (张雨泽),Ad Carry,China,china,Moss Seven Club
Hx,Hu Xin (胡鑫),Support,China,china,Moss Seven Club
Remedy,Deng Shao-Hua (邓邵华),Support,China,china,Moss Seven Club
Kine,Xie Chao (谢超),Support,China,china,Moss Seven Club
Casual,Zhang Wen-Bo (张文博),Top,China,china,OMD
TT (Lee Jae-seung),Lee Jae-seung (이재승),Top,South Korea,south korea,OMD
catjungle,Chen Yi-Jie (陈艺杰),Jungle,China,china,OMD
juejue,Yan Hong (颜宏),Jungle,China,china,OMD
BAKA,Lu Fan (陆凡),Mid,China,china,OMD
irma,Yang Zi-Ang (阳子昂),Mid,China,china,OMD
Asura,Lu Qi (卢麒),Ad Carry,China,china,OMD
AK (Zhou Kun),Zhou Kun (周坤),Top,China,china,Royal Club
Xiaobai,Yang Zhong-He (杨忠贺),Top,China,china,Royal Club
Tianci,Ying Tian-Ci (应天赐),Top,China,china,Royal Club
Xuan (Pi Xiao-Xuan),Pi Xiao-Xuan (皮孝轩),Unknown,China,china,Royal Club
Baybay,Wang You-Chun (王佑軍),Jungle,PCS (Pacific Championship Series),tw,Royal Club
hu1,Lei Hui-Guo (雷辉国),Jungle,China,china,Royal Club
Kla1,Zhou Kai-Lai (周开来),Mid,China,china,Royal Club
Rain (An Hyeon-guk),An Hyeon-guk (안현국),Unknown,South Korea,south korea,Royal Club
Pluto (Lee Ui-hyeon),Lee Ui-hyeon (이의현),Support,South Korea,south korea,Royal Club
Despa1r,Zhou Li-Peng (周李鹏),Support,China,china,Royal Club
Minn,Huang Min-Min (黄敏敏),Top,China,china,Team Fighter
Haro,Chen Wen-Lin (陈文林),Unknown,China,china,Team Fighter
dnwn,Chen Xiao-Yu (陈晓宇),Jungle,China,china,Team Fighter
Med,Gu Long (顾隆),Mid,China,china,Team Fighter
Rough,Huo Run-Hao (霍润豪),Mid,China,china,Team Fighter
Nanzhu,Luo Jia-Rong (罗镓荣),Mid,China,china,Team Fighter
BBD,Wu Ling-Feng (吴凌风),Ad Carry,China,china,Team Fighter
ward (Zhang Zhao-Wei),Zhang Zhao-Wei (张钊伟),Support,China,china,Team Fighter
KinG (Kim Ji-hoon),Kim Ji-hoon (김지훈),Support,South Korea,south korea,Team Fighter
Sundae,Lu Wen-Hao (卢文豪),Top,China,china,Team Hurricane
Herok,Wang Li-Kun (王黎堃),Top,China,china,Team Hurricane
Kumamon,Xing Zhi-Bin (邢志斌),Jungle,China,china,Team Hurricane
Crank,Zheng Da-Cheng (郑达诚),Mid,China,china,Team Hurricane
Gao,Lyu Biao-Zhong (吕标忠),Ad Carry,China,china,Team Hurricane
Wei (Wang Huan-Wei),Wang Huan-Wei (汪焕威),Ad Carry,China,china,Team Hurricane
Pdd,Liu Mou (刘谋),Ad Carry,Unknown/None,unknown,Team Hurricane
Cerasus,Li Ji-Sheng (李继盛),Unknown,China,china,Team Hurricane
XinMo,Li Qian-Xi (李千禧),Support,China,china,Team Hurricane
Crash,Lee Dong-woo (이동우),Jungle,South Korea,south korea,Vici Gaming
Martin (Tan Qi),Tan Qi (谭琦),Ad Carry,China,china,Vici Gaming
luguo,Kang Hao (康皓),Top,China,china,YG
Candybaby,Gao Ya-Ze (高亚泽),Top,China,china,YG
Changhong,Jiang Chang-Hong (蒋昌宏),Top,China,china,YG
