gamer_tag,full_name,role,residency,country,team
TaeYeon,Rodrigo Panisa,Ad Carry,Brazil,brazil,paiN
ziriguidun,Pedro Vilarinho,Support,Brazil,brazil,paiN
Tierwulf,Sebastián Mateluna,Jungle,Latin America,cl,B Gods
Rakin,Rafael Knittel,Mid,Brazil,brazil,B Gods
RedBert,Ygor Freitas,Support,Brazil,brazil,B Gods
Dionrray,João Pedro Barbosa,Coach,Europe,ch,B Gods
beansu,Mauno Tälli,Top,Europe,ee,B Gods
StoneD YoDa,Felipe Noronha,Jungle,Brazil,brazil,B Gods
Brucer,Bruno Pereira,Mid,Brazil,brazil,B Gods
SacyR,Gustavo Rossi,Ad Carry,Brazil,brazil,B Gods
Dioud,Hugo Padioleau,Support,Europe,france,B Gods
Neki,Vinícius Ghilardi,Coach,Brazil,brazil,B Gods
beansu,Mauno Tälli,Top,Europe,ee,REDC
StoneD YoDa,Felipe Noronha,Jungle,Brazil,brazil,REDC
Dioud,Hugo Padioleau,Support,Europe,france,REDC
Matheushn,Matheus Nogi,Top,Brazil,brazil,eChamp
Freire,Matheus Freire,Jungle,Brazil,brazil,eChamp
Krastyel,Marcos Ferraz,Mid,Brazil,brazil,eChamp
DudsTheBoy,Igor Homem,Ad Carry,Brazil,brazil,eChamp
K0ga,Lucas Godoy,Support,Brazil,brazil,eChamp
Dezenove,Renan Crespo,Coach,Brazil,brazil,eChamp
Turtle,Gabriel Peixoto,Jungle,Brazil,brazil,OpK
Skyer,Felipe Gimenes,Ad Carry,Brazil,brazil,OpK
FitzRoy,Mateus Cayres,Top,Brazil,brazil,GNS
Shini,Diogo Rogê,Jungle,Brazil,brazil,GNS
Rivabene,Alan Rivabene,Mid,Brazil,brazil,GNS
Absolut,Luis Felipe Carvalho,Ad Carry,Brazil,brazil,GNS
BocaJR,Emerson Alencar,Support,Brazil,brazil,GNS
Mortal (Vinícius Dutra),Vinícius Romualdo,Coach,Brazil,brazil,GNS
Yampi,Yan Petermann,Jungle,Brazil,brazil,CNB
Galfi,Hugo Augusto,Coach,Brazil,brazil,CNB
Envy (Bruno Farias),Bruno Farias,Mid,Brazil,brazil,INTZ
Godoi,Claudio Godoi,Coach,Brazil,brazil,INTZ
Zantins,Luccas Zanqueta,Top,Brazil,brazil,KaBuM
Danagorn,Daniel Drummond,Jungle,Brazil,brazil,KaBuM
Vash,Guilherme Del Buono,Mid,Brazil,brazil,KaBuM
TitaN,Alexandre Lima,Mid,Brazil,brazil,KaBuM
TheFoxz,Renato de Souza,Ad Carry,Brazil,brazil,KaBuM
Riyev,Marcelo Carrara,Support,Brazil,brazil,KaBuM
Neki,Vinícius Ghilardi,Coach,Brazil,brazil,KaBuM
Yang (Felipe Zhao),Felipe Zhao,Top,Brazil,brazil,kStars
Revolta,Gabriel Henud,Jungle,Brazil,brazil,kStars
ziriguidun,Pedro Vilarinho,Support,Brazil,brazil,kStars
Jung,Lorenzo Jung,Coach,Brazil,brazil,kStars
Aoshi,Franklin Coutinho,Top,Brazil,brazil,OpK
Ranger,Filipe Brombilla,Jungle,Brazil,brazil,OpK
Dynquedo,Matheus Rossini,Mid,Brazil,brazil,OpK
Luskka,Lucas Rentechen,Ad Carry,Brazil,brazil,OpK
BocaJR,Emerson Alencar,Support,Brazil,brazil,OpK
Dionrray,João Pedro Barbosa,Coach,Europe,ch,OpK
TaeYeon,Rodrigo Panisa,Jungle,Brazil,brazil,paiN
Rakin,Rafael Knittel,Mid,Brazil,brazil,paiN
Matsukaze,Pedro Gama,Ad Carry,Brazil,brazil,paiN
Loop,Caio Almeida,Support,Brazil,brazil,paiN
MiT,Gabriel Lucas,Coach,Brazil,brazil,paiN
Robo,Leonardo Souza,Top,Brazil,brazil,REDC
Nappon,Carlos Rücker,Jungle,Brazil,brazil,REDC
tockers,Gabriel Claumann,Mid,Brazil,brazil,REDC
brTT,Felipe Gonçalves,Ad Carry,Brazil,brazil,REDC
Gevous,Fayan Pertijs,Coach,Europe,netherlands,REDC
4LaN,Alanderson Meireles,Jungle,Brazil,brazil,RBRV
Erickão,Erick Cardoso,Coach,Brazil,brazil,RBRV
StoneD YoDa,Felipe Noronha,Mid,Brazil,brazil,REDC
Verto,Álvaro Martins,Top,Brazil,brazil,INTZ.G
Shini,Diogo Rogê,Jungle,Brazil,brazil,INTZ.G
Marf,João Piola,Mid,Brazil,brazil,INTZ.G
Absolut,Luis Felipe Carvalho,Ad Carry,Brazil,brazil,INTZ.G
RedBert,Ygor Freitas,Support,Brazil,brazil,INTZ.G
Mortal (Vinícius Dutra),Vinícius Dutra,Coach,Brazil,brazil,INTZ.G
SkyBart,Mateus Neves,Top,Brazil,brazil,ProG
Zuao,João Vitor Morais,Jungle,Brazil,brazil,ProG
Goku,Bruno Miyaguchi,Mid,Brazil,brazil,ProG
danz0r,Daniel Mussoi,Ad Carry,Brazil,brazil,ProG
Professor,Matheus Leirião,Support,Brazil,brazil,ProG
Piroxz,Luis Chavez,Coach,Brazil,bo,ProG
Minerva,Gustavo Alves,Unknown,Brazil,brazil,CNB
Vash,Guilherme Del Buono,Unknown,Brazil,brazil,CNB
Wos,Willyan Bonpam,Unknown,Brazil,brazil,CNB
Visdom,Benjamin Larsen,Support,Europe,denmark,CNB
Strong (Joseph Edwards),Joseph Edwards,Coach,Europe,united kingdom,CNB
gafone,Pedro Gafone,Coach,Brazil,brazil,CNB
Shini,Diogo Rogê,Jungle,Brazil,brazil,INTZ
Peter Dun,Peter Dun,Coach,Europe,united kingdom,INTZ
esA,Eidi Yanagimachi,Unknown,Brazil,jp,kStars
Juzinho,Gabriel Nishimura,Ad Carry,Brazil,brazil,kStars
Abaxial,Alexandre Haibel,Coach,Unknown/None,united states,kStars
jUc,César Barbosa,Coach,Brazil,brazil,paiN
SkyBart,Mateus Neves,Top,Brazil,brazil,PRG
Ranger,Filipe Brombilla,Jungle,Brazil,brazil,PRG
Zuao,João Vitor Morais,Jungle,Brazil,brazil,PRG
Goku,Bruno Miyaguchi,Mid,Brazil,brazil,PRG
Luskka,Lucas Rentechen,Ad Carry,Brazil,brazil,PRG
Professor,Matheus Leirião,Support,Brazil,brazil,PRG
Von (Gabriel Barbosa),Gabriel Barbosa,Coach,Brazil,brazil,PRG
rhuckz,Rúben Barbosa,Support,Europe,pt,REDC
Brokenshard,Ram Djemal,Coach,Europe,il,REDC
Verto,Álvaro Martins,Top,Brazil,brazil,oNe
4LaN,Alanderson Meireles,Jungle,Brazil,brazil,oNe
Brucer,Bruno Pereira,Mid,Brazil,brazil,oNe
Marf,João Luis Piola,Mid,Brazil,brazil,oNe
Absolut,Luis Felipe Carvalho,Ad Carry,Brazil,brazil,oNe
RedBert,Ygor Freitas,Support,Brazil,brazil,oNe
Neki,Vinícius Ghilardi,Coach,Brazil,brazil,oNe
b4dd,Vinícius Marinheiro,Top,Brazil,brazil,TShow
Ferchu,Fernando Aoki,Jungle,Brazil,brazil,TShow
Danagorn,Daniel Drummond,Jungle,Brazil,brazil,TShow
Krastyel,Marcos Ferraz,Mid,Brazil,brazil,TShow
DudsTheBoy,Igor Homem,Ad Carry,Brazil,brazil,TShow
Theusma,Matheus Lima,Ad Carry,Brazil,brazil,TShow
Céos,Denilson Oliveira,Support,Brazil,brazil,TShow
Dezenove,Renan Crespo,Coach,Brazil,brazil,TShow
Galfi,Hugo Garcia,Coach,Brazil,brazil,REDC
Vash,Guilherme Del Buono,Jungle,Brazil,brazil,CNB
gafone,Pedro Ramos,Coach,Brazil,brazil,CNB
BroTher,Gabriel Caetano,Top,Brazil,brazil,IHKS
Caos (Jonas Vriesman),Jonas Vriesman,Jungle,Brazil,brazil,IHKS
Chavoso,Gabriel Rizzo,Mid,Brazil,brazil,IHKS
Klaus,Augusto Clauss,Ad Carry,Brazil,brazil,IHKS
Alocs,Leonardo Belo,Support,Brazil,brazil,IHKS
Cowelhy,Coelho Rabaiolli,Coach,Brazil,brazil,IHKS
esA,Eidi Yanagimachi,Support,Brazil,jp,kStars
Abaxial,Alexandre Haibel,Coach,North America,united states,kStars
Yampi,Yan Petermann,Jungle,Brazil,brazil,OpK
Garotumb,Humberto Peixoto,Ad Carry,Brazil,brazil,OpK
Halier,Gabriel Garcia,Coach,Brazil,brazil,OpK
Robo,Leonardo Souza,Unknown,Brazil,brazil,CNB
Yampi,Yan Petermann,Unknown,Brazil,brazil,CNB
Turtle,Gabriel Peixoto,Jungle,Brazil,brazil,CNB
Rakin,Rafael Knittel,Mid,Brazil,brazil,CNB
Loreviz,Gabriel Loureiro,Coach,Brazil,brazil,CNB
Jimmy,Jimmy Harrison,Coach,North America,united states,CNB
Absolut,Luis Felipe Carvalho,Ad Carry,Brazil,brazil,INTZ
Maestro (Lucas Pierre),Lucas Pierre,Coach,Brazil,brazil,INTZ
Ranger,Filipe Brombilla,Jungle,Brazil,brazil,KaBuM
Dynquedo,Matheus Rossini,Mid,Brazil,brazil,KaBuM
TitaN,Alexandre Lima,Ad Carry,Brazil,brazil,KaBuM
Nuddle,Jean-François Caron,Coach,North America,canada,KaBuM
takeshi,Murilo Alves,Top,Brazil,brazil,paiN
TinOwns,Thiago Sartori,Mid,Brazil,brazil,paiN
Yaltz,Evandro de Cerqueira,Coach,Brazil,brazil,paiN
Minerva,Gustavo Alves,Jungle,Brazil,brazil,PRG
Lynkez,Leonardo Cassuci,Mid,Brazil,brazil,PRG
BocaJR,Emerson Alencar,Support,Brazil,brazil,PRG
Djokovic,Thiago Maia,Coach,Brazil,brazil,PRG
LEP,Pedro Luiz Marcari,Top,Brazil,brazil,REDC
Winged,Park Tae Jin (박태진),Jungle,South Korea,south korea,REDC
Sky (Kim Ha-neul),Kim Ha-neul (김하늘),Mid,South Korea,south korea,REDC
Cabuloso,Victor Oliveira,Support,Brazil,brazil,REDC
Icarus (Lee In-cheol),Lee In-cheol (이인철),Coach,South Korea,south korea,REDC
Alessandra Dutra,Alessandra Dutra,Coach,Brazil,brazil,REDC
Galfi,Hugo Augusto,Coach,Brazil,brazil,REDC
Prb,João Pedro Oliveira,Jungle,Brazil,brazil,oNe
Marf,João Piola,Mid,Brazil,brazil,oNe
Lactea,Han Gi-hyeon (한기현),Unknown,South Korea,south korea,oNe
Steal (Victor Ruiz),Victor Ruiz,Ad Carry,Brazil,brazil,oNe
Jukaah,Ednilson Vargas,Coach,Brazil,brazil,oNe
Yang (Felipe Zhao),Felipe Zhao,Top,Brazil,brazil,VK
Revolta,Gabriel Henud,Jungle,Brazil,brazil,VK
tockers,Gabriel Claumann,Mid,Brazil,brazil,VK
micaO,Micael Rodrigues,Ad Carry,Brazil,brazil,VK
Jockster,Luan Cardoso,Support,Brazil,brazil,VK
Jung,Lorenzo Jung,Coach,Brazil,brazil,VK
Abaxial,Alexandre Haibel,Coach,North America,united states,VK
Jimmy,James Harrison,Coach,North America,united states,CNB
Jisu,Park Jin-cheol (박진철),Top,South Korea,south korea,FLA
SirT,Thúlio Carlos,Jungle,Brazil,brazil,FLA
Evrot,Danniel Franco,Mid,Brazil,brazil,FLA
brTT,Felipe Gonçalves,Ad Carry,Brazil,brazil,FLA
esA,Eidi Yanagimachi,Support,Brazil,jp,FLA
MiT,Gabriel Souza,Coach,Brazil,brazil,FLA
Hy0g4,Benjamin de Barbi,Jungle,Brazil,brazil,CNB
Brucer,Bruno Pereira,Unknown,Brazil,brazil,CNB
Rakin,Rafael Knittel,Unknown,Brazil,brazil,CNB
bydeki,Vinícius Hideki,Ad Carry,Brazil,brazil,CNB
Baiano,Gustavo Gomes,Unknown,Brazil,brazil,CNB
Shrimp,Lee Byeong-hoon (이병훈),Jungle,South Korea,south korea,FLA
Goku,Bruno Miyaguchi,Mid,Brazil,brazil,FLA
Von (Gabriel Barbosa),Gabriel Barbosa,Coach,Brazil,brazil,FLA
FitzRoy,Mateus Cayres,Top,Brazil,brazil,IDM
Cariok,Marcos Oliveira,Jungle,Brazil,brazil,IDM
Anyyy,Ruan Silva,Mid,Brazil,brazil,IDM
Cansado,Matheus Guimarães,Ad Carry,Brazil,brazil,IDM
Damage,Yan Sales Neves,Ad Carry,Brazil,brazil,IDM
Cabuloso,Victor Oliveira,Support,Brazil,brazil,IDM
ScrappyDoo,Alberto Yañez,Coach,Europe,es,IDM
TaeYeon,Rodrigo Panisa,Top,Brazil,brazil,INTZ
Mills,Guilherme Conti,Ad Carry,Brazil,brazil,INTZ
RedBert,Ygor Freitas,Support,Brazil,brazil,INTZ
Maynah,Antonio Maynah,Support,Brazil,brazil,INTZ
Zantins,Luccas Zanqueta,Top,Brazil,brazil,KBM
Ranger,Filipe Brombilla,Jungle,Brazil,brazil,KBM
Dynquedo,Matheus Rossini,Mid,Brazil,brazil,KBM
TitaN,Alexandre Lima,Ad Carry,Brazil,brazil,KBM
Wos,Willyan Bonpam,Support,Brazil,brazil,KBM
Riyev,Marcelo Carrara,Support,Brazil,brazil,KBM
Halier,Gabriel Garcia,Coach,Brazil,brazil,KBM
Hiro (Lee Woo-suk),Lee Woo-suk (이우석),Coach,South Korea,south korea,KBM
Verto,Álvaro Martins,Mid,Brazil,brazil,PRG
Dionrray,João Pedro Barbosa,Coach,Europe,ch,PRG
Chaser,Lee Sang-hyun (이상현),Jungle,South Korea,south korea,REDC
Loop,Caio Almeida,Support,Brazil,brazil,REDC
Abaxial,Alexandre Haibel,Coach,North America,united states,REDC
Cowelhy,Coelho Rabaiolli,Coach,Brazil,brazil,REDC
Galfi,Hugo Augusto,Coach,Brazil,brazil,VK
Hiro (Lee Woo-suk),Lee Woo-suk (이우석),Coach,South Korea,south korea,KaBuM
FitzRoy,Mateus Cayres,Top,Brazil,brazil,RPG BR
Cariok,Marcos Oliveira,Jungle,Brazil,brazil,RPG BR
Anyyy,Ruan Silva,Mid,Brazil,brazil,RPG BR
Cansado,Matheus Guimarães,Ad Carry,Brazil,brazil,RPG BR
Cabuloso,Victor Oliveira,Support,Brazil,brazil,RPG BR
ScrappyDoo,Alberto Yañez,Coach,Europe,es,RPG BR
Sephis,Diego Alencar,Jungle,Brazil,brazil,INTZ
Verto,Álvaro Martins,Top,Brazil,brazil,PRG
Ayel,Marcelo Mello,Top,Brazil,brazil,paiN
Nappon,Carlos Rücker,Jungle,Brazil,brazil,paiN
Nano,Antonio Neto,Support,Brazil,brazil,paiN
Djokovic,Thiago Maia,Coach,Brazil,brazil,paiN
Duclou,Francisco Duclou,Top,Brazil,brazil,CNB
Aslan,Eduardo Nunes,Mid,Brazil,brazil,CNB
Hawk (Gabriel Gomes),Gabriel Gomes,Support,Brazil,brazil,CNB
Turtle,Gabriel Peixoto,Coach,Brazil,brazil,CNB
BeellzY,Lucas Spínola,Coach,Brazil,brazil,CNB
Robo,Leonardo Souza,Top,Brazil,brazil,FLA
Luci,Han Chang-hoon (한창훈),Support,South Korea,south korea,FLA
Grey,Jordan Corby,Coach,North America,united states,FLA
Lynx (Pedro Quintavalle),Pedro Quintavalle,Top,Brazil,brazil,INTZ
Hauz,Bruno Ferreira,Mid,Brazil,brazil,INTZ
WHITELOTUS,Matías Musso,Ad Carry,Latin America,ar,INTZ
BocaJR,Emerson Alencar,Support,Brazil,brazil,INTZ
ONMETA,Luiz Junior,Coach,Brazil,brazil,INTZ
Ranger,Filipe Brombilla,Jungle,Brazil,brazil,KaBuM! e-Sports
Dynquedo,Matheus Rossini,Mid,Brazil,brazil,KaBuM! e-Sports
TitaN,Alexandre Lima,Ad Carry,Brazil,brazil,KaBuM! e-Sports
Riyev,Marcelo Carrara,Support,Brazil,brazil,KaBuM! e-Sports
Tabe,Wong Pak Kan (王柏勤),Coach,China,hk,KaBuM! e-Sports
Halier,Gabriel Garcia,Coach,Brazil,brazil,KaBuM! e-Sports
Hiro (Lee Woo-suk),Lee Woo-suk (이우석),Coach,South Korea,south korea,KaBuM! e-Sports
fNb,Natan Braz,Top,Brazil,brazil,PRG
Lima,Luiz Gustavo Lima,Jungle,Brazil,brazil,PRG
Leozuxo,Leonardo Camícia,Jungle,Brazil,brazil,PRG
Garotumb,Humberto Peixoto,Unknown,Brazil,brazil,PRG
Wos,Willyan Bonpam,Support,Brazil,brazil,PRG
Utama,Kristoffer Odland,Coach,Europe,no,PRG
Dionrray,João Pedro Barbosa,Coach,Brazil,ch,PRG
Nyu,Renan Augusto,Top,Brazil,brazil,Redemption POA
Zuao,João Vitor Morais,Jungle,Brazil,brazil,Redemption POA
Days4fun,Gabriel Dias,Jungle,Brazil,brazil,Redemption POA
Krastyel,Marcos Ferraz,Mid,Brazil,brazil,Redemption POA
DudsTheBoy,Igor Lima Homem,Ad Carry,Brazil,brazil,Redemption POA
Céos,Denilson Oliveira,Support,Brazil,brazil,Redemption POA
Piroxz,Luis Chavez,Coach,Brazil,brazil,Redemption POA
FitzRoy,Mateus Cayres,Top,Brazil,brazil,Uppercut esports
LeChase,António Ramalho,Jungle,Europe,pt,Uppercut esports
Anyyy,Ruan Silva,Mid,Brazil,brazil,Uppercut esports
Alternative,João Parada,Ad Carry,Europe,pt,Uppercut esports
Damage,Yan Sales Neves,Support,Brazil,brazil,Uppercut esports
ScrappyDoo,Alberto Yañez,Coach,Europe,es,Uppercut esports
RafaP,Rafael Pinheiro,Coach,Brazil,brazil,Uppercut esports
Yang (Felipe Zhao),Felipe Zhao,Top,Brazil,brazil,Vivo Keyd
Laba,Huang Zhen-Yang (黃振揚),Jungle,PCS (Pacific Championship Series),tw,Vivo Keyd
Caos (Jonas Vriesman),Jonas Vriesman,Jungle,Brazil,brazil,Vivo Keyd
tockers,Gabriel Claumann,Mid,Brazil,brazil,Vivo Keyd
Klaus,Augusto Clauss,Ad Carry,Brazil,brazil,Vivo Keyd
micaO,Micael Rodrigues,Ad Carry,Brazil,brazil,Vivo Keyd
Professor,Matheus Leirião,Support,Brazil,brazil,Vivo Keyd
Jockster,Luan Cardoso,Support,Brazil,brazil,Vivo Keyd
Nelson,Sng Yi-Wei (孙翊维),Coach,PCS (Pacific Championship Series),sg,Vivo Keyd
Nyu,Renan Augusto,Top,Brazil,brazil,RDP
Zuao,João Vitor Morais,Jungle,Brazil,brazil,RDP
Krastyel,Marcos Ferraz,Mid,Brazil,brazil,RDP
DudsTheBoy,Igor Lima Homem,Ad Carry,Brazil,brazil,RDP
Céos,Denilson Oliveira,Support,Brazil,brazil,RDP
Piroxz,Luis Chavez,Coach,Brazil,brazil,RDP
SkyBart,Mateus Neves,Top,Brazil,brazil,Team oNe eSports
4LaN,Alanderson Meireles,Jungle,Brazil,brazil,Team oNe eSports
takeshi,Murilo Alves,Mid,Brazil,brazil,Team oNe eSports
Absolut,Luis Felipe Carvalho,Ad Carry,Brazil,brazil,Team oNe eSports
JoJo (Gabriel Dzelme),Gabriel Dzelme,Support,Brazil,brazil,Team oNe eSports
Neki,Vinícius Ghilardi,Coach,Brazil,brazil,Team oNe eSports
Jockster,Luan Cardoso,Jungle,Brazil,brazil,Vivo Keyd
Jung,Lorenzo Jung,Coach,Brazil,brazil,Vivo Keyd
Duclou,Francisco Duclou,Top,Brazil,brazil,CNB e-Sports Club
Mewkyo,Mateus Ferraz,Jungle,Brazil,brazil,CNB e-Sports Club
Freire,Matheus Freire,Jungle,Brazil,brazil,CNB e-Sports Club
Mental (Jin Jeong-yong),Jin Jeong-yong (진정용),Jungle,South Korea,south korea,CNB e-Sports Club
Aslan,Eduardo Nunes,Mid,Brazil,brazil,CNB e-Sports Club
Hawk (Gabriel Gomes),Gabriel Gomes,Support,Brazil,brazil,CNB e-Sports Club
Vahvel,Victor Vieira,Support,Brazil,brazil,CNB e-Sports Club
Turtle,Gabriel Peixoto,Coach,Brazil,brazil,CNB e-Sports Club
BeellzY,Lucas Spínola,Coach,Brazil,brazil,CNB e-Sports Club
Robo,Leonardo Souza,Top,Brazil,brazil,Flamengo eSports
Shrimp,Lee Byeong-hoon (이병훈),Jungle,South Korea,south korea,Flamengo eSports
Goku,Bruno Miyaguchi,Mid,Brazil,brazil,Flamengo eSports
brTT,Felipe Gonçalves,Ad Carry,Brazil,brazil,Flamengo eSports
Luci,Han Chang-hoon (한창훈),Support,South Korea,south korea,Flamengo eSports
Reven (Seong Sang-hyeon),Seong Sang-hyeon (성상현),Support,South Korea,south korea,Flamengo eSports
Von (Gabriel Barbosa),Gabriel Barbosa,Coach,Brazil,brazil,Flamengo eSports
Grey,Jordan Corby,Coach,North America,united states,Flamengo eSports
TaeYeon,Rodrigo Panisa,Top,Brazil,brazil,INTZ e-Sports
Aoshi,Franklin Coutinho,Top,Brazil,brazil,INTZ e-Sports
Shini,Diogo Rogê,Jungle,Brazil,brazil,INTZ e-Sports
Envy (Bruno Farias),Bruno Farias,Mid,Brazil,brazil,INTZ e-Sports
Mills,Guilherme Conti,Ad Carry,Brazil,brazil,INTZ e-Sports
RedBert,Ygor Freitas,Support,Brazil,brazil,INTZ e-Sports
Maestro (Lucas Pierre),Lucas Pierre,Coach,Brazil,brazil,INTZ e-Sports
ONMETA,Luiz Junior,Coach,Brazil,brazil,INTZ e-Sports
Lynx (Pedro Quintavalle),Pedro Quintavalle,Top,Brazil,brazil,INTZ e-Sports
Wizer,Choi Ui-seok (최의석),Top,South Korea,south korea,KaBuM! e-Sports
DudsTheBoy,Igor Lima Homem,Ad Carry,Brazil,brazil,KaBuM! e-Sports
Disave,David Chaves,Ad Carry,Brazil,brazil,KaBuM! e-Sports
Céos,Denilson Oliveira,Support,Brazil,brazil,KaBuM! e-Sports
Yang (Felipe Zhao),Felipe Zhao,Top,Brazil,brazil,paiN Gaming
Ayel,Marcelo Mello,Top,Brazil,brazil,paiN Gaming
Minerva,Gustavo Alves,Jungle,Brazil,brazil,paiN Gaming
TinOwns,Thiago Sartori,Mid,Brazil,brazil,paiN Gaming
Matsukaze,Pedro Gama,Ad Carry,Brazil,brazil,paiN Gaming
esA,Eidi Yanagimachi,Support,Brazil,jp,paiN Gaming
Dionrray,João Pedro Barbosa,Coach,Brazil,ch,paiN Gaming
Djokovic,Thiago Maia,Coach,Brazil,brazil,paiN Gaming
Mestre,Raí Akihito,Ad Carry,Brazil,brazil,paiN Gaming
Nyu,Renan Augusto,Top,Brazil,brazil,Redemption eSports Porto Alegre
Envy (Bruno Farias),Bruno Farias,Top,Brazil,brazil,Redemption eSports Porto Alegre
Zuao,João Vitor Morais,Jungle,Brazil,brazil,Redemption eSports Porto Alegre
Days4fun,Gabriel Dias,Jungle,Brazil,brazil,Redemption eSports Porto Alegre
Krastyel,Marcos Ferraz,Mid,Brazil,brazil,Redemption eSports Porto Alegre
Rivabene,Alan Rivabene,Mid,Brazil,brazil,Redemption eSports Porto Alegre
WHITELOTUS,Matías Musso,Ad Carry,Latin America,ar,Redemption eSports Porto Alegre
Jockster,Luan Cardoso,Support,Brazil,brazil,Redemption eSports Porto Alegre
Codpiece,Alexandre de Carli,Support,Brazil,brazil,Redemption eSports Porto Alegre
Abaxial,Alexandre Haibel,Coach,North America,united states,Redemption eSports Porto Alegre
Piroxz,Luis Chavez,Coach,Brazil,brazil,Redemption eSports Porto Alegre
klowny,Andrija Jovanović,Top,Europe,rs,Team oNe eSports
Ryuzaki,Dušan Petković,Jungle,Europe,rs,Team oNe eSports
4LaN,Alanderson Meireles,Unknown,Brazil,brazil,Team oNe eSports
Brucer,Bruno Pereira,Unknown,Brazil,brazil,Team oNe eSports
Luskka,Lucas Felipe Rentechen,Ad Carry,Brazil,brazil,Team oNe eSports
Spale,Đorđe Spasić,Coach,Europe,rs,Team oNe eSports
Sadoski,Wesley Sadoski,Support,Brazil,brazil,Team oNe eSports
Hy0g4,Benjamin de Barbi,Jungle,Brazil,brazil,Uppercut esports
Stepz,Miguel Rezek,Ad Carry,Brazil,brazil,Uppercut esports
mumus100,Szépvölgyi Márió,Top,Europe,hu,Vivo Keyd
Grell,Jesús Loya,Jungle,Latin America,mx,Vivo Keyd
NOsFerus,Júlio César Cruz,Mid,Brazil,brazil,Vivo Keyd
Crowe,Luqman Abdullah,Coach,PCS (Pacific Championship Series),united states,Vivo Keyd
WooFe,Jeong Woo-cheol (정우철),Top,South Korea,south korea,Flamengo eSports
Ranger,Filipe Brombilla,Jungle,Brazil,brazil,Flamengo eSports
Absolut,Luis Felipe Carvalho,Ad Carry,Brazil,brazil,Flamengo eSports
JoJo (Gabriel Dzelme),Gabriel Dzelme,Support,Brazil,brazil,Flamengo eSports
Djokovic,Thiago Maia,Coach,Brazil,brazil,Flamengo eSports
Stardust (Son Seok-hee),Son Seok-hee (손석희),Coach,South Korea,south korea,Flamengo eSports
Reven (Seong Sang-hyeon),Seong Sang-hyeon (성상현),Coach,South Korea,south korea,Flamengo eSports
FitzRoy,Mateus Cayres,Top,Brazil,brazil,FURIA Uppercut
Tyrin (William Portugal),William Portugal,Top,Brazil,brazil,FURIA Uppercut
Minerva,Gustavo Alves,Jungle,Brazil,brazil,FURIA Uppercut
Sting,Gustavo Martins,Jungle,Brazil,brazil,FURIA Uppercut
Anyyy,Ruan Silva,Mid,Brazil,brazil,FURIA Uppercut
Alternative,João Parada,Ad Carry,Europe,pt,FURIA Uppercut
Stepz,Miguel Rezek,Ad Carry,Brazil,brazil,FURIA Uppercut
Damage,Yan Sales Neves,Support,Brazil,brazil,FURIA Uppercut
Piroxz,Luis Chavez,Coach,Brazil,brazil,FURIA Uppercut
ScrappyDoo,Alberto Yañez,Coach,Europe,es,FURIA Uppercut
Tianci,Ying Tian-Ci (应天赐),Top,China,china,INTZ e-Sports
Zuao,João Vitor Morais,Jungle,Brazil,brazil,INTZ e-Sports
Hauz,Bruno Ferreira,Mid,Brazil,brazil,INTZ e-Sports
jUc,César Barbosa,Coach,Brazil,brazil,INTZ e-Sports
Parang,Lee Sang-won (이상원),Top,South Korea,south korea,KaBuM! e-Sports
Wiz,Na Yoo-joon (나유준),Jungle,South Korea,south korea,KaBuM! e-Sports
Tutsz,Arthur Machado,Mid,Brazil,brazil,KaBuM! e-Sports
Kake,Guilherme Braga,Coach,Brazil,brazil,KaBuM! e-Sports
Abaxial,Alexandre Haibel,Coach,North America,united states,KaBuM! e-Sports
SeongHwan,Yoon Seong-hwan (윤성환),Jungle,South Korea,south korea,paiN Gaming
Key,Kim Han-gi (김한기),Support,South Korea,south korea,paiN Gaming
Xero,Sin Hyeok (신혁),Coach,South Korea,south korea,paiN Gaming
fNb,Natan Braz,Top,Brazil,brazil,Prodigy Esports
Yampi,Yan Petermann,Jungle,Brazil,brazil,Prodigy Esports
Aloned,Tomás Díaz,Mid,Latin America,cl,Prodigy Esports
Garotumb,Humberto Peixoto,Ad Carry,Brazil,brazil,Prodigy Esports
Wos,Willyan Bonpam,Support,Brazil,brazil,Prodigy Esports
Kalec,Rodrigo Rodrigues,Coach,Brazil,brazil,Prodigy Esports
Alocs,Leonardo Belo,Coach,Brazil,brazil,Prodigy Esports
BalKhan,Choi Hyun-jin (최현진),Jungle,South Korea,south korea,Redemption eSports Porto Alegre
Sephis,Diego Alencar,Jungle,Brazil,brazil,Redemption eSports Porto Alegre
Krastyel,Marcos Ferraz,Unknown,Brazil,brazil,Redemption eSports Porto Alegre
Aithusa,Lucas Mantese,Mid,Brazil,brazil,Redemption eSports Porto Alegre
Patrick,Im Jin-hyeok (임진혁),Ad Carry,South Korea,south korea,Redemption eSports Porto Alegre
BocaJR,Emerson Alencar,Support,Brazil,brazil,Redemption eSports Porto Alegre
Scuro,Gabriel Scuro,Support,Brazil,brazil,Redemption eSports Porto Alegre
Von (Gabriel Barbosa),Gabriel Barbosa,Coach,Brazil,brazil,Redemption eSports Porto Alegre
Nishikino,Rafael Moreira,Coach,Brazil,brazil,Redemption eSports Porto Alegre
Robo,Leonardo Souza,Top,Brazil,brazil,Vivo Keyd
Turtle,Gabriel Peixoto,Coach,Brazil,brazil,Vivo Keyd
