gamer_tag,full_name,role,residency,country,team
Keine,Kim Joon-cheol (김준철),Mid,South Korea,south korea,SeolHaeOne Prince
Trigger (Kim Eui-joo),Kim Eui-joo (김의주),Ad Carry,South Korea,south korea,SeolHaeOne Prince
HyBrid (Lee Woo-jin),Lee Woo-jin (이우진),Ad Carry,South Korea,south korea,SeolHaeOne Prince
Winged,Park Tae-jin (박태진),Coach,South Korea,south korea,SeolHaeOne Prince
Clozer,Lee Ju-hyeon (이주현),Mid,South Korea,south korea,T1
Kuri,Choi Won-yeong (최원영),Support,South Korea,south korea,T1
Gumayusi,Lee Min-hyeong (이민형),Ad Carry,South Korea,south korea,T1
lehends,Son Si-woo (손시우),Support,South Korea,south korea,Afreeca Freecs
MapSSi,Kim Do-yeong (김도영),Support,South Korea,south korea,Afreeca Freecs
Bang,Bae Jun-sik (배준식),Ad Carry,South Korea,south korea,Afreeca Freecs
lira,Nam Tae-yoo (남태유),Coach,South Korea,south korea,Afreeca Freecs
Quad,Song Su-hyeong (송수형),Mid,South Korea,south korea,DRX
SSONG,Kim Sang-soo (김상수),Coach,South Korea,south korea,DRX
Kingen,Hwang Seong-hoon (황성훈),Top,South Korea,south korea,DRX
Becca (Son Min-woo),Son Min-woo (손민우),Support,South Korea,south korea,DRX
BAO (Jeong Hyeon-woo),Jeong Hyeon-woo (정현우),Ad Carry,South Korea,south korea,DRX
kkOma,Kim Jeong-gyun (김정균),Coach,South Korea,south korea,DWG KIA
PoohManDu,Lee Jeong-hyeon (이정현),Coach,South Korea,south korea,DWG KIA
Khan,Kim Dong-ha (김동하),Top,South Korea,south korea,DWG KIA
ShowMaker,Heo Su (허수),Mid,South Korea,south korea,DWG KIA
Canyon,Kim Geon-bu (김건부),Jungle,South Korea,south korea,DWG KIA
Ghost (Jang Yong-jun),Jang Yong-jun (장용준),Ad Carry,South Korea,south korea,DWG KIA
BeryL,Cho Geon-hee (조건희),Support,South Korea,south korea,DWG KIA
Delight,Yoo Hwan-joong (유환중),Support,South Korea,south korea,Fredit BRION
Lava,Kim Tae-hoon (김태훈),Mid,South Korea,south korea,Fredit BRION
Chieftain,Lee Jae-yub (이재엽),Mid/Jungle,South Korea,south korea,Fredit BRION
Hena,Park Jeung-hwan (박증환),Ad Carry,South Korea,south korea,Fredit BRION
UmTi,Eom Seong-hyeon (엄성현),Jungle,South Korea,south korea,Fredit BRION
Edgar,Choi Woo-beom (최우범),Coach,South Korea,south korea,Fredit BRION
Hoya,Yoon Yong-ho (윤용호),Top,South Korea,south korea,Fredit BRION
Drinker,Lee Seung-hoo (이승후),Coach,South Korea,south korea,Fredit BRION
Grace,Lee Chan-ju (이찬주),Mid,South Korea,south korea,Fredit BRION
Ggoong,Yu Byeong-jun (유병준),Coach,South Korea,south korea,Gen.G
Karis,Kim Hong-jo (김홍조),Mid,South Korea,south korea,Gen.G
Lyn,Kim Da-bin (김다빈),Coach,South Korea,south korea,Gen.G
Flawless,Sung Yeon-jun (성연준),Jungle,South Korea,south korea,Gen.G
Chovy,Jeong Ji-hoon (정지훈),Mid,South Korea,south korea,Hanwha Life Esports
Deft,Kim Hyuk-kyu (김혁규),Ad Carry,South Korea,south korea,Hanwha Life Esports
Arthur (Park Mi-reu),Park Mi-reu (박미르),Jungle,South Korea,south korea,Hanwha Life Esports
Vsta,Oh Hyo-seong (오효성),Support,South Korea,south korea,Hanwha Life Esports
Heart,Lee Gwan-hyung (이관형),Coach,South Korea,south korea,Hanwha Life Esports
Morgan,Park Gi-tae (박기태),Top,South Korea,south korea,Hanwha Life Esports
Sudal,Kim Sung-jin (김성진),Coach,South Korea,south korea,Hanwha Life Esports
yoHan,Kim Yo-han (김요한),Jungle,South Korea,south korea,Hanwha Life Esports
Blank,Kang Sun-gu (강선구),Jungle,South Korea,south korea,KT Rolster
Doran (Choi Hyeon-joon),Choi Hyeon-joon (최현준),Top,South Korea,south korea,KT Rolster
Noah (Oh Hyeon-taek),Oh Hyeon-taek (오현택),Ad Carry,South Korea,south korea,KT Rolster
Zzus,Jang Joon-soo (장준수),Support,South Korea,south korea,KT Rolster
Dove,Kim Jae-yeon (김재연),Mid,South Korea,south korea,KT Rolster
Bonnie,Lee Gwang-su (이광수),Jungle,South Korea,south korea,KT Rolster
GIDEON,Kim Min-seong (김민성),Jungle,South Korea,south korea,KT Rolster
HyBrid (Lee Woo-jin),Lee Woo-jin (이우진),Ad Carry,South Korea,south korea,KT Rolster
Summit,Park Woo-tae (박우태),Top,South Korea,south korea,Liiv SANDBOX
Joker (Cho Jae-eup),Cho Jae-eup (조재읍),Coach,South Korea,south korea,Liiv SANDBOX
Aries (Lee Chae-hwan),Lee Chae-hwan (이채환),Ad Carry,South Korea,south korea,Liiv SANDBOX
FATE (Yoo Su-hyeok),Yoo Su-hyeok (유수혁),Mid,South Korea,south korea,Liiv SANDBOX
Croco,Kim Dong-beom (김동범),Jungle,South Korea,south korea,Liiv SANDBOX
OnFleek,Kim Jang-gyeom (김장겸),Jungle,South Korea,south korea,Liiv SANDBOX
Micro (Kim Mok-kyoung),Kim Mok-kyoung (김목경),Coach,South Korea,south korea,Liiv SANDBOX
Leo (Han Gyeo-re),Han Gyeo-re (한겨레),Ad Carry,South Korea,south korea,Liiv SANDBOX
Route,Moon Geom-su (문검수),Ad Carry,South Korea,south korea,Liiv SANDBOX
Effort,Lee Sang-ho (이상호),Support,South Korea,south korea,Liiv SANDBOX
Feiz,Seo Dae-gil (서대길),Ad Carry,South Korea,south korea,Nongshim RedForce
Peanut,Han Wang-ho (한왕호),Jungle,South Korea,south korea,Nongshim RedForce
Rich (Lee Jae-won),Lee Jae-won (이재원),Top,South Korea,south korea,Nongshim RedForce
Kellin,Kim Hyeong-gyu (김형규),Support,South Korea,south korea,Nongshim RedForce
Bay,Park Jun-byeong (박준병),Mid,South Korea,south korea,Nongshim RedForce
SBS,Bae Ji-hun (배지훈),Coach,South Korea,south korea,Nongshim RedForce
Noblesse,Chae Do-joon (채도준),Coach,South Korea,south korea,Nongshim RedForce
Daeny,Yang Dae-in (양대인),Coach,South Korea,south korea,T1
Oner,Moon Hyeon-joon (문현준),Jungle,South Korea,south korea,T1
Zeus,Choi Woo-je (최우제),Top,South Korea,south korea,T1
Zefa,Lee Jae-min (이재민),Coach,South Korea,south korea,T1
Keria,Ryu Min-seok (류민석),Support,South Korea,south korea,T1
Morning (Song Chang-geun),Song Chang-geun (송창근),Top,South Korea,south korea,Ever
Heeseong,An Hui-seong (안희성),Support,South Korea,south korea,Ever
HamBurgeR,Lee Jong-jin (이종진),Top,South Korea,south korea,Ever
BetKyo,Lee Seung-min (이승민),Mid/Ad Carry,South Korea,south korea,MKZ
Procxin,Kim Se-Young (김세영),Jungle,South Korea,south korea,MKZ
BBuing,Lee In-yong (이인용),Jungle/Support,South Korea,south korea,MKZ
MidKing,Park Yong-woo (박용우),Support/Mid,South Korea,south korea,MKZ
Violet (Lim Doo-sung),Lim Doo-sung (임두성),Top/Mid,South Korea,south korea,MKZ
Nika,Lee Se-hyeon (이세현),Mid/Ad Carry,South Korea,south korea,MKZ
Zest (Park Jong-il),Park Jong-il (박종일),Top,South Korea,south korea,MKZ
Sickness,Kim San-ha (김산하),Support,South Korea,south korea,Pathos
Mangchi,Ko Jae-wook (고재욱),Mid,South Korea,south korea,Pathos
gari,Bae Yong-jun (배용준),Ad Carry,South Korea,south korea,Pathos
MayZ,Yoo Se-hun (유세훈),Ad Carry,South Korea,south korea,Pathos
Dokgo,Kim Gyeong-tak (김경탁),Jungle,South Korea,south korea,Pathos
JM,Han Jae-min (한재민),Support,South Korea,south korea,Pathos
Meng (Yang Yeo-myeong),Yang Yeo-myeong (양여명),Mid,South Korea,south korea,Pathos
Punch,Son Min-hyuk (손민혁),Jungle,South Korea,south korea,Pathos
hyvaa,Oh Hyo-sang (오효상),Mid/Ad Carry,South Korea,south korea,Pathos
SoHwan,Kim Jun-yeong (김준영),Top,South Korea,south korea,Pathos
HaM (Lee Tae-yong),Lee Tae-yong (이태용),Ad Carry,South Korea,south korea,Tatoo
Eight,Kim Chung-hwan (김청환),Top/Jungle,South Korea,south korea,Tatoo
Mojo,Kim Jeong-hyeon (김정현),Top,South Korea,south korea,Tatoo
Sparkling,Yoon Jung-gyu (윤정규),Mid,South Korea,south korea,Tatoo
Lee (Lee Dae-hyeong),Lee Dae-hyeong (이대형),Mid,South Korea,south korea,Tatoo
Nicker,Ha Ji-hoon (하지훈),Jungle,South Korea,south korea,Tatoo
Ori,Yoon Ju-seong (윤주성),Jungle,South Korea,south korea,Tatoo
BoM,Lee Dong-su (이동수),Support,South Korea,south korea,Tatoo
Physical,Park Jong-hyeon (박종현),Ad Carry,South Korea,south korea,Winners
Bubbling,Park Jun-hyeong (박준형),Jungle,South Korea,south korea,Winners
KaKaRoT,Yang Yo-han (양요한),Top,South Korea,south korea,Winners
lSh,Lee Su-hyeong (이수형),Top,South Korea,south korea,Incredible Miracle
Dochi,Kim Chang-hui (김창희),Jungle,South Korea,south korea,Incredible Miracle
Zzus,Jang Joon-soo (장준수),Support,South Korea,south korea,Incredible Miracle
Smile (Lee Ju-seong),Lee Ju-seong (이주성),Mid,South Korea,south korea,Incredible Miracle
TuSin,Park Jong-ik (박종익),Jungle/Support,South Korea,south korea,Incredible Miracle
Blanc,Jin Seong-min (진성민),Top,South Korea,south korea,Jin Air Green Wings
May (Kang Han-wool),Kang Han-wool (강한울),Top,South Korea,south korea,Jin Air Green Wings
Mimic (Min Ju-seong),Min Ju-seong (민주성),Top,South Korea,south korea,KT Rolster
Ares (Kim Min-kwon),Kim Min-kwon (김민권),Jungle,South Korea,south korea,KT Rolster
MaHa,Oh Hyun-sik (오현식),Ad Carry,South Korea,south korea,KT Rolster
Sage,Kim Do-geun (김도근),Support,South Korea,south korea,KT Rolster
SSol,Seo Jin-sol (서진솔),Top,South Korea,south korea,NaJin e-mFire
Ace (Kim Ji-hoon),Kim ji-hoon (김지훈),Mid,South Korea,south korea,Samsung Galaxy
viviD,Han Gi-hun (한기훈),Support,South Korea,south korea,SBENU Sonicboom
Catch (Yun Sang-ho),Yun Sang-ho (윤상호),Jungle,South Korea,south korea,SBENU Sonicboom
do it,Lee Chan-ho (이찬호),Mid,South Korea,south korea,SBENU Sonicboom
dan (Kim Seung-hoo),Kim Seung-hoo (김승후),Ad Carry,South Korea,south korea,SBENU Sonicboom
Sign,Yoon Chan-ho (윤찬호),Mid,South Korea,south korea,Dark Wolves
Moojin,Kim Moo-jin (김무진),Mid/Jungle,South Korea,south korea,Dark Wolves
Beast (Kim Joo-hyun),Kim Joo-hyun (김주현),Top/Jungle,South Korea,south korea,Dark Wolves
Lumen,Im Gyeong-bin (임경빈),Ad Carry,South Korea,south korea,Dark Wolves
Colorless,Kim Chan-yeong (김찬영),Support,South Korea,south korea,Dark Wolves
KaKaRoT,Yang Yo-han (양요한),Top,South Korea,south korea,Dark Wolves
Ares (Kim Min-kwon),Kim Min-kwon (김민권),Jungle,South Korea,south korea,Ever
Moon (Na Gun-woo),Na Gun-woo (나건우),Mid,South Korea,south korea,Ever8 Winners
Bokgu,Jung Jae-woo (정재우),Support,South Korea,south korea,Ever8 Winners
Jisu,Park Jin-cheol (박진철),Top,South Korea,south korea,Ever8 Winners
Odd,Lee Geun-ho (이근호),Ad Carry,South Korea,south korea,Ever8 Winners
Potato (Moon Ji-won),Moon Ji-won (문지원),Jungle,South Korea,south korea,Ever8 Winners
5wl,Han Sang-hyeok (한상혁),Mid,South Korea,south korea,Pathos
Mocha (Kim Tae-gyeom),Kim Tae-gyeom (김태겸),Support,South Korea,south korea,Pathos
MayZ,Yoo Se-hun (유세훈),Top,South Korea,south korea,Pathos
L1sure,Moon Geon-yeong (문건영),Jungle,South Korea,south korea,Pathos
ReinDeer,Kim Sang-won (김상원),Top,South Korea,south korea,SQUARE
Jerry (Park Yong-hyun),Park Yong-hyun (박요현),Top/Jungle,South Korea,south korea,SQUARE
DanOh,Yoon Hyun-soo (윤현수),Support,South Korea,south korea,SQUARE
R2B,Lee Kyung-hwan (이경환),Jungle,South Korea,south korea,SQUARE
Hdel,Jung Ho-young (정호영),Ad Carry,South Korea,south korea,SQUARE
Vista,Oh Tae-gyeon (오태견),Jungle,South Korea,south korea,SQUARE
Troy,Kim Joon-yeong (김준영),Support,South Korea,south korea,SQUARE
Dochi,Kim Chang-hui (김창희),Jungle,South Korea,south korea,SQUARE
Ping9,Ryu Jae-keon (류재건),Mid,South Korea,south korea,SQUARE
Bin (Lee Seung-bin),Lee Seung-bin (이승빈),Jungle,South Korea,south korea,SQUARE
Mires,Ryu Hui-tae (류희태),Mid,South Korea,south korea,SQUARE
Fanxy,Kim Hyeok (김혁),Mid,South Korea,south korea,SQUARE
Falcon (Choi Han-gyu),Choi Han-gyu (최한규),Top,South Korea,south korea,SQUARE
Raise,Oh Ji-hwan (오지환),Support,South Korea,south korea,Stardust
CooN,Park Jae-ha (박재하),Mid,South Korea,south korea,Stardust
Parang,Lee Sang-won (이상원),Top,South Korea,south korea,Stardust
Ruler,Park Jae-hyuk (박재혁),Ad Carry,South Korea,south korea,Stardust
Alive,Noh Jin-wook (노진욱),Ad Carry,South Korea,south korea,Stardust
Lyn,Kim Da-bin (김다빈),Jungle,South Korea,south korea,Stardust
hellpok,Jang Dae-sik (장대식),Mid,South Korea,south korea,WaY
DaDa,Kim Seung-jin (김승진),Ad Carry,South Korea,south korea,WaY
Kim4,Park Hyung-jun (박형준),Top,South Korea,south korea,WaY
Savage,Jang Seung-gyu (장승규),Jungle,South Korea,south korea,WaY
Bvoy,Ju Yeong-hoon (주영훈),Ad Carry,South Korea,south korea,WaY
MinHyuk,Jeon Min-hyuk (전민혁),Top,South Korea,south korea,WaY
LaCo,Seol Jang-han (설장한),Support,South Korea,south korea,WaY
Proud,Lee Jeong-jae (이정재),Support,South Korea,south korea,Ever8 Winners
Jelly (Son Ho-gyeong),Son Ho-gyeong (손호경),Support,South Korea,south korea,Ever8 Winners
Teddy,Park Jin-seong (박진성),Ad Carry,South Korea,south korea,Ever8 Winners
Cheong,Heo Cheong (허청),Mid,South Korea,south korea,Ever8 Winners
Savage,Jang Seung-gyu (장승규),Jungle,South Korea,south korea,Ever8 Winners
Greed,Choi Geon-woo (최건우),Top,South Korea,south korea,I Gaming Star
Rather,Shin Hyeong-seop (신형섭),Mid,South Korea,south korea,I Gaming Star
Build,Son Beom-jin (손범진),Support,South Korea,south korea,I Gaming Star
ReGank,Song Yong-hoon (송용훈),Jungle,South Korea,south korea,I Gaming Star
Force (Han Sang-woo),Han Sang-woo (한상우),Ad Carry,South Korea,south korea,I Gaming Star
BINS,Jeong Tae-hoon (정태훈),Jungle,South Korea,south korea,Pathos
HoG,Jeon Ji-ho (전지호),Ad Carry,South Korea,south korea,Pathos
Gojung,Han Sang-hoon (한상훈),Top,South Korea,south korea,Pathos
Cat (Cha Woo-jae),Cha Woo-jae (차우재),Support,South Korea,south korea,Pathos
Oxb,Song Ju-yeong (송주영),Support,South Korea,south korea,Pathos
Hehe,Jeong Kwan-ho (정관호),Ad Carry,South Korea,south korea,Pathos
WADID,Kim Bae-in (김배인),Support,South Korea,south korea,RisingStar Gaming
DaDa,Kim Seung-jin (김승진),Ad Carry,South Korea,south korea,RisingStar Gaming
Ace (Kim Ji-hoon),Kim Ji-hoon (김지훈),Mid,South Korea,south korea,RisingStar Gaming
Helper (Kwon Yeong-jae),Kwon Yeong-jae (권영재),Jungle,South Korea,south korea,RisingStar Gaming
Hyuni (Park Su-hyeon),Park Su-hyeon (박수현),Top,South Korea,south korea,RisingStar Gaming
mArEritt,Yang Seong-pil (양성필),Mid,South Korea,south korea,RisingStar Gaming
reM,Lee Hyeon-seo (이현서),Mid,South Korea,south korea,SBENU Korea
Mimic (Min Ju-seong),Min Ju-seong (민주성),Top,South Korea,south korea,SBENU Korea
Dao,Jeon Min-woo (전민우),Jungle,South Korea,south korea,Stardust
Aggro,Kang Min-seok (강민석),Top,South Korea,south korea,Stardust
Daramg,Kim Jae-jin (김재진),Support,South Korea,south korea,Stardust
Chelly (Park Seung-jin),Park Seung-jin (박승진),Ad Carry,South Korea,south korea,Stardust
Crow (Kim Seon-gyu),Kim Seon-gyu (김선규),Mid,South Korea,south korea,Virtuoso Gaming
Rinb2e,Kim Eung-chan (김응찬),Top,South Korea,south korea,Virtuoso Gaming
Route,Moon Geom-su (문검수),Ad Carry,South Korea,south korea,Virtuoso Gaming
dan (Kim Seung-hoo),Kim Seung-hoo (김승후),Ad Carry,South Korea,south korea,Virtuoso Gaming
Sign,Yoon Chan-ho (윤찬호),Mid,South Korea,south korea,Virtuoso Gaming
Gumayusi,Lee Min-hyeong (이민형),Jungle,South Korea,south korea,Virtuoso Gaming
Krvavy,Sa Seok-chan (사석찬),Jungle,South Korea,south korea,Virtuoso Gaming
Colorless,Kim Chan-yeong (김찬영),Support,South Korea,south korea,Virtuoso Gaming
do it,Lee Chan-ho (이찬호),Mid,South Korea,south korea,APK Prince
Hoglet,Kim Gwang-hyeop (김광협),Jungle,South Korea,south korea,APK Prince
Nova (Park Chan-ho),Park Chan-ho (박찬호),Support,South Korea,south korea,APK Prince
Rainbow (Kim Soo-gi),Kim Soo-gi (김수기),Mid,South Korea,south korea,APK Prince
Route,Moon Geom-su (문검수),Ad Carry,South Korea,south korea,APK Prince
Cube (Kim Chang-seong),Kim Chang-seong (김창성),Top,South Korea,south korea,APK Prince
dan (Kim Seung-hoo),Kim Seung-hoo (김승후),Ad Carry,South Korea,south korea,APK Prince
MongMong,Moon Chang-min (문창민),Top,South Korea,south korea,BPZ
lehends,Son Si-woo (손시우),Support,South Korea,south korea,BPZ
Cheong,Heo Cheong (허청),Mid,South Korea,south korea,BPZ
Once,Jang Se-yeong (장세영),Jungle,South Korea,south korea,BPZ
Tak (Seon Jong-hyeon),Seon Jong-hyeon (선종현),Ad Carry,South Korea,south korea,BPZ
Racoon (Park Sung-ho),Park Sung-ho (박성호),Support/Top,South Korea,south korea,CJ Entus
Avenger (Yoo Seon-woo),Yoo Seon-woo (유선우),Ad Carry,South Korea,south korea,CJ Entus
Kkyul,Jeong Myeong-su (정영수),Support,South Korea,south korea,Ever8 Winners
OldB,Yang Seung-bin (양승빈),Jungle,South Korea,south korea,Ever8 Winners
ReGank,Song Yong-hoon (송용훈),Jungle,South Korea,south korea,Griffin
Bin (Lee Seung-bin),Lee Seung-bin (이승빈),Jungle,South Korea,south korea,Griffin
Oxb,Song Ju-yeong (송주영),Support,South Korea,south korea,Griffin
Force (Han Sang-woo),Han Sang-woo (한상우),Ad Carry,South Korea,south korea,Griffin
Nuguri,Jang Ha-gwon (장하권),Top,South Korea,south korea,I Gaming Star
Dove,Kim Jae-yeon (김재연),Mid,South Korea,south korea,I Gaming Star
Plankton,Jeong Gu-gyeong (정구경),Support,South Korea,south korea,I Gaming Star
Hollow,Shin Yong-jin (신용진),Ad Carry,South Korea,south korea,I Gaming Star
Natu,Baek Joon-su (백준수),Jungle,South Korea,south korea,I Gaming Star
Patrick,Im Jin-hyeok (임진혁),Top,South Korea,south korea,I Gaming Star
Saymi,Hwang Sang-woong (황상웅),Support,South Korea,south korea,I Gaming Star
HighDin,Song Bang-hyeon (송방현),Support,South Korea,south korea,RisingStar Gaming
Crow (Kim Seon-gyu),Kim Seon-gyu (김선규),Mid,South Korea,south korea,RisingStar Gaming
Catch (Yun Sang-ho),Yun Sang-ho (윤상호),Jungle,South Korea,south korea,RisingStar Gaming
OdduGi,Song Kwang-ho (송광호),Ad Carry,South Korea,south korea,RisingStar Gaming
Ruby,Lee Sol-min (이솔민),Mid,South Korea,south korea,Team BattleComics
Savvy,Jeong Gu-heung (정구흥),Mid,South Korea,south korea,Team BattleComics
datton,Won Jong-ha (원종하),Jungle,South Korea,south korea,Team BattleComics
Nova (Kim Dong-hyeon),Kim Dong-hyeon (김동현),Top,South Korea,south korea,Team BattleComics
Wiz,Na Yoo-joon (나유준),Jungle,South Korea,south korea,Team BattleComics
DooTi,Choi Du-seong (최두성),Ad Carry,South Korea,south korea,Team BattleComics
Jin (Kim Jin),Kim Jin (김진),Support,South Korea,south korea,Griffin
Parang,Lee Sang-won (이상원),Top,South Korea,south korea,MiraGe
BeryL,Cho Geon-hee (조건희),Ad Carry,South Korea,south korea,MiraGe
TRY,Kim Yeong-hoon (김영훈),Mid,South Korea,south korea,MiraGe
Crush,Kim Jun-seo (김준서),Jungle,South Korea,south korea,MiraGe
Hoit,Ryu Ho-seong (류호성),Support,South Korea,south korea,MiraGe
savilla,Kim Ji-hwan (김지환),Ad Carry,South Korea,south korea,RVS
TaNa,Lee Sang-wook (이상욱),Top,South Korea,south korea,RVS
Drizzle,Kim Jae-hyun (김재현),Jungle,South Korea,south korea,RVS
Poss,Kim Min-cheol (김민철),Support,South Korea,south korea,RVS
Almighty,Jang Soo-seong (장수성),Mid,South Korea,south korea,RVS
KronG,Shin Beom-seok (신범석),Top,South Korea,south korea,BtC
DooTi,Choi Du-seong (최두성),Ad Carry,South Korea,south korea,BtC
Nova (Kim Dong-hyeon),Kim Dong-hyeon (김동현),Jungle,South Korea,south korea,BtC
Wiz,Na Yoo-joon (나유준),Jungle,South Korea,south korea,BtC
Joker (Cho Jae-eup),Cho Jae-eup (조재읍),Support,South Korea,south korea,BtC
Dove,Kim Jae-yeon (김재연),Mid,South Korea,south korea,BtC
Krvavy,Sa Seok-chan (사석찬),Jungle,South Korea,south korea,APK Prince
Crush,Kim Jun-seo (김준서),Jungle,South Korea,south korea,DAMWON Gaming
CooN,Park Jae-ha (박재하),Mid,South Korea,south korea,DAMWON Gaming
TRY,Kim Yeong-hoon (김영훈),Mid,South Korea,south korea,DAMWON Gaming
Parang,Lee Sang-won (이상원),Top,South Korea,south korea,DAMWON Gaming
BeryL,Cho Geon-hee (조건희),Ad Carry,South Korea,south korea,DAMWON Gaming
Alive,Noh Jin-wook (노진욱),Ad Carry,South Korea,south korea,IGS
Nuguri,Jang Ha-gwon (장하권),Top,South Korea,south korea,IGS
jjun,Kwon Jun-seok (권준석),Jungle,South Korea,south korea,IGS
Saymi,Hwang Sang-woong (황상웅),Support,South Korea,south korea,IGS
Dasher,Kim Deok-beom (김덕범),Mid,South Korea,south korea,IGS
Luna (Woo Seung-hyeon),Woo Seung-hyeon (우승현),Ad Carry,South Korea,south korea,IGS
carb,Kim Seong-soo (김성수),Support,South Korea,south korea,IGS
GuGer,Kim Do-yeop (김도엽),Support,South Korea,south korea,KDM
Punch,Son Min-hyuk (손민혁),Jungle,South Korea,south korea,KDM
Daramg,Kim Jae-jin (김재진),Support,South Korea,south korea,RSG
Hyuni (Park Su-hyeon),Park Su-hyeon (박수현),Top,South Korea,south korea,RSG
reM,Lee Hyeon-seo (이현서),Mid,South Korea,south korea,RSG
OdduGi,Song Kwang-ho (송광호),Ad Carry,South Korea,south korea,RSG
Dao,Jeon Min-woo (전민우),Jungle,South Korea,south korea,RSG
Helper (Kwon Yeong-jae),Kwon Yeong-jae (권영재),Jungle,South Korea,south korea,BtC
Hipo,Suk Hyun-jun (석현준),Top,South Korea,south korea,BtC
Ryan,Lee Jun-seok (이준석),Jungle,South Korea,south korea,BtC
Hollow,Shin Yong-jin (신용진),Ad Carry,South Korea,south korea,BtC
Plankton,Jeong Gu-gyeong (정구경),Support,South Korea,south korea,BtC
TaNa,Lee Sang-wook (이상욱),Top,South Korea,south korea,HOU GAMING
UPSet (Lee Je-yong),Lee Je-yong (이제용),Mid,South Korea,south korea,HOU GAMING
JuNi (Lee Je-hyeon),Lee Je-hyeon (이제현),Ad Carry,South Korea,south korea,HOU GAMING
Vsta,Oh Hyo-seong (오효성),Support,South Korea,south korea,HOU GAMING
Gyuni,Jeong Tae-gyun (정태균),Jungle,South Korea,south korea,HOU GAMING
LongPanda,Kim Yoon-jae (김윤재),Jungle,South Korea,south korea,IGS
Zenit,Jeon Tae-gwon (전태권),Ad Carry,South Korea,south korea,IGS
Kuri,Choi Won-yeong (최원영),Support,South Korea,south korea,IGS
Bear (Kim Jong-woo),Kim Jong-woo (김종우),Top,South Korea,south korea,IGS
Gori,Kim Tae-woo (김태우),Mid,South Korea,south korea,RVS
Dread (Lee Jin-hyeok),Lee Jin-hyeok (이진혁),Jungle,South Korea,south korea,RVS
Jihoon,Kang Ji-hoon (강지훈),Ad Carry,South Korea,south korea,RVS
Nugget,Yoo Hyeon-woo (유현우),Support,South Korea,south korea,RVS
Poss,Kim Min-cheol (김민철),Top,South Korea,south korea,RVS
Dao,Jeon Min-woo (전민우),Jungle,South Korea,south korea,RSSG
Daramg,Kim Jae-jin (김재진),Support,South Korea,south korea,RSSG
reM,Lee Hyeon-seo (이현서),Mid,South Korea,south korea,RSSG
KronG,Shin Beom-seok (신범석),Top,South Korea,south korea,RSSG
Mephi,Kim Jeong-ho (김정호),Ad Carry,South Korea,south korea,RSSG
HighDin,Song Bang-hyeon (송방현),Support,South Korea,south korea,APK Prince
Mizz,Lee Do-yeop (이도엽),Ad Carry,South Korea,south korea,APK Prince
HiRit,Shin Tae-min (신태민),Top,South Korea,south korea,APK Prince
HaNan,Choi Ji-yeong (최지영),Ad Carry,South Korea,south korea,APK Prince
Veritas,Kim Kyoung-min (김경민),Ad Carry,South Korea,south korea,DAMWON Gaming
Alive,Noh Jin-wook (노진욱),Ad Carry,South Korea,south korea,DAMWON Gaming
BeryL,Cho Geon-hee (조건희),Support/Ad Carry,South Korea,south korea,DAMWON Gaming
Dasher,Kim Deok-beom (김덕범),Mid,South Korea,south korea,ES Sharks
Holder,Bae Jae-cheol (배재철),Top,South Korea,south korea,ES Sharks
Hades (Park Ji-seong),Park Ji-seong (박지성),Ad Carry,South Korea,south korea,ES Sharks
Kuri,Choi Won-yeong (최원영),Support,South Korea,south korea,ES Sharks
LongPanda,Kim Yoon-jae (김윤재),Jungle,South Korea,south korea,ES Sharks
Dread (Lee Jin-hyeok),Lee Jin-hyeok (이진혁),Jungle,South Korea,south korea,REVERSE Gaming
Jihoon,Kang Ji-hoon (강지훈),Ad Carry,South Korea,south korea,REVERSE Gaming
DanChung,Yang Hyeon-jong (양현종),Mid,South Korea,south korea,REVERSE Gaming
Nugget,Yoo Hyeon-woo (유현우),Support,South Korea,south korea,REVERSE Gaming
Poss,Kim Min-cheol (김민철),Top,South Korea,south korea,REVERSE Gaming
Mephi,Kim Jeong-ho (김정호),Ad Carry,South Korea,south korea,Rising SuperStar Gaming
reM,Lee Hyeon-seo (이현서),Mid,South Korea,south korea,Rising SuperStar Gaming
KronG,Shin Beom-seok (신범석),Top,South Korea,south korea,Rising SuperStar Gaming
Dao,Jeon Min-woo (전민우),Jungle,South Korea,south korea,Rising SuperStar Gaming
Daramg,Kim Jae-jin (김재진),Support,South Korea,south korea,Rising SuperStar Gaming
Ryan,Lee Jun-seok (이준석),Jungle,South Korea,south korea,Team BattleComics
Hipo,Suk Hyun-jun (석현준),Top,South Korea,south korea,Team BattleComics
Rainbow (Kim Soo-gi),Kim Soo-gi (김수기),Mid,South Korea,south korea,APK
HiRit,Shin Tae-min (신태민),Top,South Korea,south korea,APK
Mizz,Lee Do-yeop (이도엽),Ad Carry,South Korea,south korea,APK
Krvavy,Sa Seok-chan (사석찬),Jungle,South Korea,south korea,APK
HighDin,Song Bang-hyeon (송방현),Support,South Korea,south korea,APK
Veritas,Kim Kyoung-min (김경민),Ad Carry,South Korea,south korea,DWG
Alive,Noh Jin-wook (노진욱),Ad Carry,South Korea,south korea,DWG
Crush,Kim Jun-seo (김준서),Jungle,South Korea,south korea,DWG
SSUN (Kim Tae-yang),Kim Tae-yang (김태양),Mid,South Korea,south korea,E8W
Hoglet,Kim Gwang-hyeop (김광협),Jungle,South Korea,south korea,E8W
