gamer_tag,full_name,role,residency,country,team
Ruvelius,Mustafa Berk Baraklı,Ad Carry,Turkey,tr,Galakticos
Nalu,Tim Hostnik,Coach,Europe,si,Galakticos
Dumbledoge,Mustafa Kemal Gökseloğlu,Support,Turkey,tr,Galatasaray Esports
Husky Rider,Şaban Köseoğlu,Ad Carry,Turkey,tr,Galatasaray Esports
BalKhan,Choi Hyun-jin (최현진),Jungle,South Korea,south korea,Galatasaray Esports
Ragner,Onurcan Aslan,Top,Turkey,tr,Galatasaray Esports
Major,Emre Muhterem Yiğittekin,Coach,Turkey,tr,Galatasaray Esports
Farfetch,Berk Badur,Support,Turkey,tr,Galatasaray Esports
GBM,Lee Chang-seok (이창석),Mid,South Korea,south korea,Galatasaray Esports
StarScreen,Soner Kaya,Top,Turkey,tr,Istanbul Wild Cats
Algos,Ersin Sertbaş,Support,Turkey,tr,Istanbul Wild Cats
Roulette,Mesut Balı,Jungle,Turkey,tr,Istanbul Wild Cats
RoboG0D,Barış Mete Sevinç,Coach,Turkey,tr,Istanbul Wild Cats
Only35,Mehmet Emin Aydın,Support,Turkey,tr,Istanbul Wild Cats
Unex,Yunus Emre Dilek,Support/Ad Carry,Turkey,tr,Istanbul Wild Cats
Psychoferret,Hakan Mert Çakmak,Jungle,Turkey,tr,Istanbul Wild Cats
Joker (Onurcan Başkurt),Onurcan Başkurt,Mid/Ad Carry,Turkey,tr,Istanbul Wild Cats
meân,Ahmet Cihan Battal,Ad Carry,Turkey,tr,Istanbul Wild Cats
Kofte,Emre Akça,Mid,Turkey,tr,Istanbul Wild Cats
cyeol,Yu Chung-yeol (유충열),Mid,South Korea,south korea,Royal Youth
Tolerant,Barış Çepnioğlu,Support,Turkey,germany,Royal Youth
Frozen (Kim Tae-il),Kim Tae-il (김태일),Mid,South Korea,south korea,SuperMassive eSports
Pades,Serdar Padeş,Coach,Turkey,tr,SuperMassive eSports
Kaori,Muhammed Hasan Şentürk,Ad Carry,Turkey,tr,SuperMassive eSports
Doctor,İbrahim Karaaslan,Coach,Turkey,tr,SuperMassive eSports
VicaL,Kim Sun-mook (김선묵),Coach,South Korea,south korea,SuperMassive eSports
Absolute (Batuhan Okta),Batuhan Okta,Support,Turkey,tr,SuperMassive eSports
Luana,Berkant Kayhan,Top,Turkey,tr,SuperMassive eSports
WaenA,Berşan Aydın,Mid,Turkey,tr,SuperMassive eSports
Zeitnot,Berkay Aşıkuzun,Ad Carry,Turkey,tr,SuperMassive eSports
Wolf (Lee Jae-wan),Lee Jae-wan (이재완),Support,South Korea,south korea,SuperMassive eSports
Elramir,Taha Yurdagüven,Jungle,Turkey,tr,SuperMassive eSports
Eren,Nguyễn Đức Anh,Mid,Europe,vietnam,Team AURORA
padden,Ege Acar Koparal,Ad Carry,Turkey,tr,Team AURORA
Mojito,Berk Kocaman,Jungle,Turkey,tr,Team AURORA
Wendelbo,Daniel Ernst Wendelbo,Support,Europe,denmark,Team AURORA
Madly,Ferhat Can Atma,Top,Turkey,tr,Team AURORA
CristoL,Aykut Yeşilkaya,Coach,Turkey,tr,Team AURORA
Rider,Yusuf Kaan Hacıbaltalı,Coach,Turkey,tr,Team AURORA
Hades (Volkan Dinçer),Volkan Dinçer,Support,Turkey,se,1907 Fenerbahçe Esports
Luger,Fatih Güven,Ad Carry,Turkey,tr,1907 Fenerbahçe Esports
Wendelbo,Daniel Ernst Wendelbo,Support,Europe,denmark,1907 Fenerbahçe Esports
HiRit,Shin Tae-min (신태민),Top,South Korea,south korea,1907 Fenerbahçe Esports
Mojito,Berk Kocaman,Jungle,Turkey,tr,1907 Fenerbahçe Esports
Farfetch,Berk Badur,Support,Turkey,tr,1907 Fenerbahçe Esports
HolyPhoenix,Anıl Işık,Ad Carry,Turkey,tr,1907 Fenerbahçe Esports
Sméagol,Louis Green,Coach,Europe,united kingdom,1907 Fenerbahçe Esports
Enatron,Ilias Theodorou,Coach,Europe,gr,1907 Fenerbahçe Esports
Craft1x,Ali Aklan,Coach,Turkey,tr,1907 Fenerbahçe Esports
Neos,Önder Akbaşoğlu,Ad Carry,Turkey,tr,1907 Fenerbahçe Esports
Blue (Ersin Gören),Ersin Gören,Mid,Turkey,belgium,1907 Fenerbahçe Esports
Ruvelius,Mustafa Berk Baraklı,Ad Carry,Turkey,tr,5 Ronin
Invoker,Hüseyin Sökmen,Support,Turkey,tr,5 Ronin
Corpsebringer,Mehmet Turgut Aksel,Support,Turkey,tr,5 Ronin
Mayhem (Süleyman Serkan Tekeş),Süleyman Serkan Tekeş,Top,Turkey,tr,5 Ronin
Chosenn,Yunus Baş,Jungle,Turkey,tr,5 Ronin
Ili,Jack Langford,Coach,Turkey,tr,5 Ronin
Matilda,Cengizhan Yavuz,Top,Turkey,tr,5 Ronin
Brolia,Murat Mert İlgün,Coach,Turkey,tr,5 Ronin
Vez,Vezni Tönissen,Coach,Turkey,germany,5 Ronin
umuut,Umut Atlı,Mid,Turkey,tr,5 Ronin
Boncuk,Ahmet Serhan Arslan,Ad Carry,Turkey,tr,5 Ronin
Husky Rider,Şaban Köseoğlu,Ad Carry,Turkey,tr,Beşiktaş Esports
EliWood,Cenk Parlak,Support,Turkey,ru,Beşiktaş Esports
Joker (Onurcan Başkurt),Onurcan Başkurt,Mid,Turkey,tr,Beşiktaş Esports
Rate,Arda Kuvancı,Ad Carry,Turkey,tr,Beşiktaş Esports
Rare,Taner Levendoğlu,Top,Turkey,united states,Beşiktaş Esports
Lanista,Onur Özdamar,Coach,Turkey,tr,Dark Passage
Maxi,Magnus Kristensen,Jungle,Europe,denmark,Dark Passage
WaenA,Berşan Aydın,Mid,Turkey,tr,Dark Passage
Wasteee,Serkan Doğan,Ad Carry,Turkey,tr,Dark Passage
Achuu,Nicolaj Ellesgaard,Ad Carry,Europe,denmark,Dark Passage
Absolute (Batuhan Okta),Batuhan Okta,Support,Turkey,tr,Dark Passage
Janus,Özcan Gürbüz,Coach,Turkey,tr,Dark Passage
Luana,Berkant Kayhan,Top,Turkey,tr,Galakticos
Emtest,Adam Emtestam,Ad Carry,Europe,se,Galakticos
Ycc (YouthCrew Esports),,Coach,Turkey,tr,Istanbul Wildcats
Psychoferret,Hakan Mert Çakmak,Jungle,Turkey,tr,Istanbul Wildcats
RoboG0D,Barış Mete Sevinç,Coach,Turkey,tr,Istanbul Wildcats
Doctor,İbrahim Karaaslan,Coach,Turkey,tr,Istanbul Wildcats
Serin,Tolga Ölmez,Mid,Turkey,tr,Istanbul Wildcats
Pbd,Alihan Ocaklı,Support,Turkey,tr,Istanbul Wildcats
StarScreen,Soner Kaya,Top,Turkey,tr,Istanbul Wildcats
Kaori,Muhammed Hasan Şentürk,Ad Carry,Turkey,tr,Istanbul Wildcats
Copy Catt,Olgun Peker,Top/Coach,Turkey,tr,Royal Youth
Japone,Bahadır Çolak,Support,Turkey,tr,Royal Youth
Rhemio,Burak Kamışoğlu,Mid,Turkey,tr,Royal Youth
SIKINTI321,Halil İbrahim Yavuzpayı,Support,Turkey,tr,Royal Youth
Jeyrus,Tunahan Durmaz,Ad Carry,Turkey,tr,Royal Youth
Sevi9,Hasan Umut Demirhan,Jungle,Turkey,tr,Royal Youth
fabFabulous,Asım Cihat Karakaya,Top,Turkey,tr,Royal Youth
HolyPhoenix,Anıl Işık,Ad Carry,Turkey,tr,Royal Youth
Fastlegged,Emre Fraser,Support,Turkey,united kingdom,Papara SuperMassive
Dumbledoge,Mustafa Kemal Gökseloğlu,Support,Turkey,tr,Papara SuperMassive
Armut,İrfan Berk Tükek,Top,Turkey,tr,Papara SuperMassive
Stomaged,İlyas Furkan Güngör,Jungle,Turkey,tr,Papara SuperMassive
Zeitnot,Berkay Aşıkuzun,Ad Carry,Turkey,tr,Papara SuperMassive
Bolulu,Onur Can Demirol,Mid,Turkey,se,Papara SuperMassive
Japone,Bahadır Çolak,Support,Turkey,tr,Papara SuperMassive
CristoL,Aykut Yeşilkaya,Coach,Turkey,tr,Papara SuperMassive
Pades,Serdar Padeş,Coach,Turkey,tr,Papara SuperMassive
Shluffy,Ibrahim Shmaisani,Coach,Unknown/None,jo,Team AURORA
Kruimel,Brayan van Oosten,Mid,Europe,netherlands,Team AURORA
Lurid,Melih Vatansever,Coach,Turkey,tr,Team AURORA
Black (Murat Ulukan Ayaz),Murat Ulukan Ayaz,Ad Carry,Turkey,tr,Team AURORA
Sparz,Ozan Samican Özbay,Support,Turkey,tr,Team AURORA
Algos,Ersin Sertbaş,Support,Turkey,tr,Team AURORA
Rhioni,Yücel Morgil,Ad Carry,Turkey,tr,Team AURORA
Elramir,Taha Yurdagüven,Jungle,Turkey,tr,Team AURORA
LIB,Semay Öztürk,Coach,Turkey,tr,Istanbul Wildcats
Enatron,Ilias Theodorou,Coach,Europe,greece,1907 Fenerbahçe Esports
Hades (Volkan Dinçer),Volkan Dinçer,Ad Carry,Turkey,sweden,1907 Fenerbahçe Esports
Craft1x,Ali Aklan,Coach,Turkey,turkey,1907 Fenerbahçe Esports
HolyPhoenix,Anıl Işık,Ad Carry,Turkey,turkey,1907 Fenerbahçe Esports
Mojito,Berk Kocaman,Jungle,Turkey,turkey,1907 Fenerbahçe Esports
Sacre,Toni Sabalić,Top,Europe,croatia,1907 Fenerbahçe Esports
Chosenn,Yunus Baş,Jungle,Turkey,turkey,1907 Fenerbahçe Esports
Midkid,Tufan Deniz,Mid,Turkey,turkey,1907 Fenerbahçe Esports
Japone,Bahadır Çolak,Support,Turkey,turkey,1907 Fenerbahçe Esports
Brolia,Murat Mert İlgün,Support,Turkey,tr,5 Ronin
Husky Rider,Şaban Köseoğlu,Ad Carry,Turkey,tr,5 Ronin
Exorant,Daniel Hume Podosu,Coach,Europe,ro,5 Ronin
Robin,Emray Kurt,Jungle,Turkey,tr,5 Ronin
Oncan,Onurcan Atak,Top,Europe,netherlands,5 Ronin
fabFabulous,Asım Cihat Karakaya,Top,Turkey,turkey,Beşiktaş Esports
Joker (Onurcan Başkurt),Onurcan Başkurt,Mid,Turkey,turkey,Beşiktaş Esports
Doctor,İbrahim Karaaslan,Coach,Turkey,turkey,Beşiktaş Esports
Virtue,Erdem Türker,Ad Carry,Turkey,turkey,Beşiktaş Esports
Elramir,Taha Yurdagüven,Jungle,Turkey,turkey,Beşiktaş Esports
Novachrono,Benjamin Micic,Top,Europe,austria,Beşiktaş Esports
Nova (Ahmet Yılmaz),Ahmet Yılmaz,Coach,Turkey,turkey,Beşiktaş Esports
Rate,Arda Kuvancı,Ad Carry,Turkey,turkey,Beşiktaş Esports
Efias,Oleksandr Yankovich,Support,Europe,ukraine,Beşiktaş Esports
His,Burak Sunal,Coach,Turkey,tr,Dark Passage
Jeyrus,Tunahan Durmaz,Ad Carry,Turkey,tr,Dark Passage
Rhioni,Yücel Morgil,Ad Carry,Turkey,tr,Dark Passage
Ksaez,Yunus Emre Şahin,Mid,Turkey,tr,Dark Passage
pr1me,Mustafa Bilici,Top,Turkey,tr,Dark Passage
Oguzkhan,Oğuzhan Delihasanoğlu,Jungle,Turkey,tr,Dark Passage
Maximillion,Hamza Kandemir,Mid,Turkey,tr,Dark Passage
Shawi Katami,Mehmet Efe,Support,Turkey,tr,Dark Passage
Kireas,Tunahan Kevioğlu,Jungle,Turkey,denmark,Dark Passage
Stefan,Stefan Nikolić,Jungle,Europe,rs,Galakticos
Mynemosyn,Remzi Emre Aydın,Coach,Turkey,tr,Galakticos
Luger,Fatih Güven,Ad Carry,Turkey,tr,Galakticos
Nikola,Nikola Đorđević,Support,Europe,rs,Galakticos
CristoL,Aykut Yeşilkaya,Coach,Turkey,tr,Galakticos
Appen,Necati Sarıgül,Jungle,Turkey,tr,Galatasaray Esports
padden,Ege Acar Koparal,Ad Carry,Turkey,tr,Galatasaray Esports
Kofte,Emre Akça,Mid,Turkey,tr,Galatasaray Esports
Roulette,Mesut Balı,Jungle,Turkey,tr,Galatasaray Esports
Zergsting,Onur Ünalan,Support,Turkey,tr,Galatasaray Esports
Lynx Cerezz,Furkan Arıkovan,Coach,Turkey,tr,Galatasaray Esports
Basei,Ömer Onay,Coach,Turkey,tr,Galatasaray Esports
RoboG0D,Barış Mete Sevinç,Coach,Turkey,turkey,Istanbul Wildcats
Nyxyvel,Gökçen Orak,Top,Turkey,turkey,Istanbul Wildcats
Serin,Tolga Ölmez,Mid,Turkey,turkey,Istanbul Wildcats
Psychoferret,Hakan Mert Çakmak,Jungle,Turkey,turkey,Istanbul Wildcats
Major,Emre Muhterem Yiğittekin,Coach,Turkey,turkey,Istanbul Wildcats
Kaori,Muhammed Hasan Şentürk,Ad Carry,Turkey,turkey,Istanbul Wildcats
StarScreen,Soner Kaya,Top,Turkey,turkey,Istanbul Wildcats
Rider,Yusuf Kaan Hacıbaltalı,Coach,Turkey,turkey,Istanbul Wildcats
Pbd,Alihan Ocaklı,Support,Turkey,turkey,Istanbul Wildcats
LIB,Semay Öztürk,Coach,Turkey,turkey,Istanbul Wildcats
Typhoon (Tayfun Gümüş),Tayfun Gümüş,Jungle,Turkey,turkey,Royal Youth
Dellal,Eren Tanrıkulu,Support,Turkey,turkey,Royal Youth
Matilda,Cengizhan Yavuz,Top,Turkey,turkey,Royal Youth
Copy Catt,Olgun Peker,Coach,Turkey,turkey,Royal Youth
Saw,Salih Çağrı Okşak,Mid,Turkey,turkey,Royal Youth
24,Seyfi Onat Aytemiz,Ad Carry,Turkey,turkey,Royal Youth
helo,Helin Erol,Ad Carry,Turkey,turkey,Royal Youth
Awaremei,Eren Ateşalp,Ad Carry,Turkey,turkey,Royal Youth
Beplush810,Cenk Batuhan Cıbır,Support,Turkey,turkey,Royal Youth
Naty,Çağdaş Mavzer,Coach,Turkey,turkey,Royal Youth
madlifeonur,Onur Yıldırım,Support,Turkey,turkey,Royal Youth
Pulse (Ali Aybirdi),Ali Aybirdi,Mid,Turkey,turkey,Royal Youth
Anduril,Eren Varlık,Jungle,Turkey,turkey,Royal Youth
Meshade,Metin Yıldırım,Support/Ad Carry,Turkey,turkey,Royal Youth
Kituruken,Umut Ceylan,Jungle,Turkey,turkey,Papara SuperMassive
SnowFlower,No Hoi-jong (노회종),Support,South Korea,south korea,Papara SuperMassive
Tacocat,Can Gormezano,Coach,Turkey,turkey,Papara SuperMassive
GBM,Lee Chang-seok (이창석),Coach,South Korea,south korea,Papara SuperMassive
Pades,Serdar Padeş,Coach,Turkey,turkey,Papara SuperMassive
Skewer,Kamil İbrahim Alturan,Top,Turkey,turkey,Papara SuperMassive
Coldraa,Samet Safran,Ad Carry,Turkey,turkey,Papara SuperMassive
KaKAO,Lee Byung-kwon (이병권),Jungle,South Korea,south korea,Papara SuperMassive
Rhemio,Burak Kamışoğlu,Mid,Turkey,turkey,Papara SuperMassive
Direnc,Direnç Özcan,Top,Turkey,tr,Team AURORA
WaenA,Berşan Aydın,Mid,Turkey,tr,Team AURORA
Shluffy,Ibrahim Shmaisani,Coach,Unknown/None,jordan,Team AURORA
Bendix,Nicolai Bendix,Mid,Europe,denmark,Team AURORA
Kituruken,Umut Ceylan,Jungle,Turkey,tr,Team AURORA
CrawL,Serhat Kaan Hitay,Jungle,Turkey,tr,Team AURORA
Dailen,Adnan Teker,Support,Turkey,tr,Team AURORA
Lurid,Melih Vatansever,Coach,Turkey,turkey,Team AURORA
24,Seyfi Onat Aytemiz,Ad Carry,Turkey,tr,Team AURORA
Urban,Marcus Urban Christensen,Jungle,Europe,denmark,Team AURORA
unmanagable,Mehmet Furkan Ozer,Mid,Turkey,tr,Team AURORA
Chosenn,Yunus Baş,Jungle,Turkey,tr,Team AURORA
Asteroid,Yunus Emre Özdemir,Top,Turkey,tr,Team AURORA
Stalker,Enes Selim Günsayar,Jungle,Turkey,tr,Team AURORA
Beplush810,Cenk Batuhan Cıbır,Support,Turkey,tr,Team AURORA
umuut,Umut Atlı,Mid,Turkey,turkey,5 Ronin
Robin,Emray Kurt,Jungle,Turkey,turkey,5 Ronin
Husky Rider,Şaban Köseoğlu,Ad Carry,Turkey,turkey,5 Ronin
Brolia,Murat Mert İlgün,Support,Turkey,turkey,5 Ronin
Doctor,İbrahim Karaaslan,Coach,Turkey,tr,Beşiktaş Esports
Lenom,Yiğit Kantar,Top,Turkey,turkey,1907 Fenerbahçe Esports
Oncan,Onurcan Atak,Top,Turkey,netherlands,1907 Fenerbahçe Esports
Joker (Onurcan Başkurt),Onurcan Başkurt,Mid,Turkey,turkey,1907 Fenerbahçe Esports
Arkhe,Emre Akpınarlı,Coach,Turkey,turkey,1907 Fenerbahçe Esports
Elramir,Taha Yurdagüven,Jungle,Turkey,turkey,1907 Fenerbahçe Esports
H2O (Hızır Hakan Öztürk),Hizir Hakan Öztürk,Coach,Turkey,turkey,1907 Fenerbahçe Esports
Sparz,Ozan Samican Özbay,Support,Turkey,turkey,1907 Fenerbahçe Esports
Coach IRL,Adnan Şengül,Coach,Turkey,turkey,1907 Fenerbahçe Esports
Neramin,Hasan Samarsın,Ad Carry,Turkey,turkey,1907 Fenerbahçe Esports
Oncan,Onurcan Atak,Top,Turkey,netherlands,5 Ronin
Naty,Çağdaş Mavzer,Coach,Turkey,turkey,5 Ronin
Ili,Jack Langford,Coach,Turkey,turkey,5 Ronin
Pilot (Na Woo-hyung),Na Woo-hyung (나우형),Ad Carry,South Korea,south korea,5 Ronin
BroCColi,Kim Yoon-jae (김윤재),Jungle,South Korea,south korea,5 Ronin
Skewer,Kamil İbrahim Alturan,Top,Turkey,turkey,5 Ronin
Andariel,Mert Kılıç,Ad Carry,Turkey,turkey,5 Ronin
Robin,Emray Kurt,Jungle,Turkey,turkey,Beşiktaş Esports
Juuzou,Barış Karatop,Top,Turkey,turkey,Beşiktaş Esports
WaenA,Berşan Aydın,Mid,Turkey,turkey,Beşiktaş Esports
Craft1x,Ali Aklan,Coach,Turkey,turkey,Beşiktaş Esports
Alive,Noh Jin-wook (노진욱),Ad Carry,South Korea,south korea,Beşiktaş Esports
His,Burak Sunal,Coach,Turkey,turkey,Beşiktaş Esports
Mocha (Kim Tae-gyeom),Kim Tae-gyeom (김태겸),Support,South Korea,south korea,Beşiktaş Esports
Coldraa,Samet Safran,Ad Carry,Turkey,turkey,Dark Passage
Lynx Cerezz,Furkan Arıkovan,Coach,Turkey,turkey,Dark Passage
Typhoon (Tayfun Gümüş),Tayfun Gümüş,Jungle,Turkey,turkey,Dark Passage
fabFabulous,Asım Cihat Karakaya,Top,Turkey,turkey,Dark Passage
Pbd,Alihan Ocaklı,Support,Turkey,turkey,Dark Passage
Kofte,Emre Akça,Mid,Turkey,turkey,Dark Passage
Cognac,Ömer Faruk Ünsal,Coach,Turkey,turkey,Galakticos
pr1me,Mustafa Bilici,Top,Turkey,turkey,Galakticos
Jeyrus,Tunahan Durmaz,Ad Carry,Turkey,turkey,Galakticos
Shawi Katami,Mehmet Efe,Support,Turkey,turkey,Galakticos
Blake,Kim Hyeon-ho (김현호),Mid,South Korea,south korea,Galakticos
Kemba,Özgür Umut Kars,Ad Carry,Turkey,turkey,Galakticos
Maximillion,Hamza Kandemir,Mid,Turkey,turkey,Galakticos
Roulette,Mesut Balı,Jungle,Turkey,turkey,Galakticos
Doctor,İbrahim Karaaslan,Coach,Turkey,turkey,Galakticos
Tumay,Recep Tümay Efe Tekin,Jungle,Turkey,turkey,Galakticos
Coosone,Canberk Büyükyolaçan,Coach,Turkey,turkey,Galatasaray Esports
padden,Ege Acar Koparal,Ad Carry,Turkey,turkey,Galatasaray Esports
Zergsting,Onur Ünalan,Support,Turkey,turkey,Galatasaray Esports
Mojito,Berk Kocaman,Jungle,Turkey,turkey,Galatasaray Esports
Bolulu,Onur Can Demirol,Mid,Turkey,sweden,Galatasaray Esports
Luana,Berkant Kayhan,Top,Turkey,turkey,Galatasaray Esports
Ruvelius,Mustafa Berk Baraklı,Ad Carry,Turkey,turkey,Galatasaray Esports
NuQ,Erkmen Erdoğdu,Top,Turkey,turkey,Galatasaray Esports
Basei,Ömer Onay,Coach,Turkey,turkey,Galatasaray Esports
Janus,Özcan Gürbüz,Coach,Turkey,turkey,Istanbul Wildcats
Xhua,Tevfik Sonkaya,Coach,Turkey,turkey,Istanbul Wildcats
Farfetch,Berk Badur,Support,Turkey,turkey,Istanbul Wildcats
HolyPhoenix,Anıl Işık,Ad Carry,Turkey,turkey,Istanbul Wildcats
Viser1on,Burak Badan,Coach,Turkey,turkey,NASR eSports Turkey
Last,Jeong Young-seok (정영석),Top,South Korea,south korea,NASR eSports Turkey
Japone,Bahadır Çolak,Support,Turkey,turkey,NASR eSports Turkey
Kituruken,Umut Ceylan,Jungle,Turkey,turkey,NASR eSports Turkey
Giyuu,Ahmad Charif,Mid,Turkey,lebanon,NASR eSports Turkey
Eunko,Kim Eun-seok (김은석),Coach,South Korea,south korea,NASR eSports Turkey
BaeKHo,Baek Seung-min (백승민),Ad Carry,South Korea,south korea,NASR eSports Turkey
Mynemosyn,Remzi Emre Aydın,Coach,Turkey,turkey,NASR eSports Turkey
Focus,Choi Ji-hun (최지훈),Ad Carry,South Korea,south korea,NASR eSports Turkey
Absolute (Batuhan Okta),Batuhan Okta,Support,Turkey,turkey,SuperMassive Esports
Kireas,Tunahan Kevioğlu,Jungle,Turkey,denmark,SuperMassive Esports
Kaori,Muhammed Hasan Şentürk,Ad Carry,Turkey,turkey,SuperMassive Esports
Ksaez,Yunus Emre Şahin,Mid,Turkey,turkey,SuperMassive Esports
Ragner,Onurcan Aslan,Top,Turkey,turkey,SuperMassive Esports
CristoL,Aykut Yeşilkaya,Coach,Turkey,turkey,SuperMassive Esports
Rider,Yusuf Kaan Hacıbaltalı,Coach,Turkey,turkey,SuperMassive Esports
Rare,Taner Levendoğlu,Top,Turkey,united states,Team AURORA
Only35,Mehmet Emin Aydın,Support,Turkey,turkey,Team AURORA
Aredian,Oğulcan Kazar,Coach,Turkey,tr,Team AURORA
Kamil,Kamil Marcysiak,Jungle,Europe,united kingdom,Team AURORA
Crumple,Deniz Yılmaz,Top,Turkey,turkey,Team AURORA
KTSR,Kaan Taşar,Top,Turkey,turkey,Team AURORA
Berkan,Yusuf Emir Türkden,Mid,Turkey,turkey,Team AURORA
Rhioni,Yücel Morgil,Ad Carry,Turkey,turkey,Team AURORA
Parniwer,Bedirhan Aslan,Coach,Turkey,tr,Team AURORA
Dellal,Eren Tanrıkulu,Support,Turkey,turkey,Team AURORA
Shluffy,Ibrahim Shmaisani,Coach,Turkey,jo,Team AURORA
Eden (Wilfred Ding),Wilfred Ding,Mid,Europe,denmark,Team AURORA
Fleck,Batuhan Can,Mid,Turkey,turkey,Team AURORA
Anduril,Eren Varlık,Jungle,Turkey,turkey,Team AURORA
SunShine,Ali Aslan,Mid,Turkey,turkey,Team AURORA
His,Burak Sunal,Coach,Turkey,turkey,Dark Passage
Craft1x,Ali Aklan,Coach,Turkey,turkey,Dark Passage
Lynx Cerezz,Furkan Arıkovan,Coach,Turkey,turkey,Galatasaray Esports
Afrox,Doğukan Nemut,Mid,Turkey,tr,ANT Gaming
Kackos,Krzysztof Kubziakowski,Top,Europe,pl,ANT Gaming
Wodziak,Dawid Kryczka,Jungle,Europe,pl,ANT Gaming
Emekli Mitrâ,Şamil Özkan,Ad Carry,Turkey,tr,ANT Gaming
DrBunhead,Berke Şahin,Support,Turkey,tr,ANT Gaming
padden,Ege Acar Koparal,Ad Carry,Turkey,tr,OHC
Cognac,Ömer Faruk Ünsal,Support,Turkey,tr,OHC
LEYL Ü NEHÂR,Cüneyt Kocaayan,Mid,Turkey,tr,OHC
Decagon Moon,Anıl Öztürk,Jungle,Turkey,tr,OHC
Panky (Uğur Taş),Uğur Taş,Top,Turkey,tr,OHC
meân,Ahmet Cihan Battal,Ad Carry,Turkey,tr,FMF eSports Club
Veux,Okan Vatansever,Support,Turkey,tr,FMF eSports Club
Gargantua,Aytuğ Yayman,Mid,Turkey,tr,FMF eSports Club
Kirito (David Koppmann),David Koppmann,Top,Europe,at,FMF eSports Club
DimaJke,Dmitrii Gushcha,Jungle,CIS (Commonwealth of Independent States),ru,FMF eSports Club
katzê,Utku Gökçeler,Ad Carry,Turkey,tr,HAT Gaming
Elsasis,Ege Taşer,Support,Turkey,tr,HAT Gaming
Appen,Necati Sarıgül,Jungle,Turkey,tr,HAT Gaming
Golden (Musa Can Atlı),Musa Can Atlı,Top,Turkey,tr,HAT Gaming
Pakumi,Ozan Asal,Mid,Turkey,tr,HAT Gaming
Silphi,Ömer Efe,Top,Turkey,germany,MeetYourMakers.tr
Revyls,Harun Yavuz,Jungle,Turkey,germany,MeetYourMakers.tr
S4mpe,Samuel Persson,Ad Carry,Europe,se,MeetYourMakers.tr
React,Mert Gül,Mid,Turkey,tr,MeetYourMakers.tr
Klaj,Johan Olsson,Support,Europe,se,MeetYourMakers.tr
Ycc (YouthCrew Esports),,Support,Unknown/None,unknown,Secrets of Assassination
Ycc (YouthCrew Esports),,Ad Carry,Unknown/None,unknown,Secrets of Assassination
Akame (Görkem Gürkaner),Görkem Gürkaner,Jungle,Turkey,tr,Secrets of Assassination
Ycc (YouthCrew Esports),,Mid,Unknown/None,unknown,Secrets of Assassination
Ycc (YouthCrew Esports),,Top,Unknown/None,unknown,Secrets of Assassination
Râu,Ömer Okumuş,Mid,Turkey,tr,Team AURORA
kazze,Ekin Tire,Ad Carry,Turkey,tr,Team AURORA
Unknown,Marcin Kubicki,Top,Europe,pl,Team AURORA
Ycc (YouthCrew Esports),,Support,Unknown/None,unknown,We Make The Future
Ycc (YouthCrew Esports),,Jungle,Unknown/None,unknown,We Make The Future
Egzap,Turgay Demirci,Mid,Turkey,tr,We Make The Future
Ycc (YouthCrew Esports),,Ad Carry,Unknown/None,unknown,We Make The Future
Ycc (YouthCrew Esports),,Top,Unknown/None,unknown,We Make The Future
Uloper,Arno Schmidt,Support,Europe,germany,Big Plays Incorporated
LoveYou,Anıl Karakaş,Ad Carry,Turkey,tr,Big Plays Incorporated
Lynx Cerezz,Furkan Arıkovan,Mid,Turkey,tr,Big Plays Incorporated
padden,Ege Acar Koparal,Ad Carry,Turkey,tr,Big Plays Incorporated
Theokoles,Muhammed Işık,Jungle,Turkey,tr,Big Plays Incorporated
Yokaro,Jousif Karam Dawood,Top,Europe,se,Big Plays Incorporated
Madness (Gökhan Uçar),Gökhan Uçar,Ad Carry,Turkey,tr,OHC
Astarte (Görkem Öztürk),Görkem Öztürk,Jungle,Turkey,tr,OHC
Maintenance,Abdulvahaphan Duman,Mid/Jungle,Turkey,tr,FMF eSports Club
Arcanni,Mohammed Hussein,Jungle,Europe,netherlands,FMF eSports Club
SezzeR,Jonatan Villebro,Jungle,Europe,denmark,FMF eSports Club
Emekli Mitrâ,Şamil Özkan,Ad Carry,Turkey,tr,FMF eSports Club
Madagger,Egehan Özçelik,Support,Turkey,tr,FMF eSports Club
Ortaq,Furkan Çelebi,Top,Turkey,tr,MeetYourMakers.tr
Halpern,Aral Norman,Jungle,Turkey,tr,MeetYourMakers.tr
Realen,Utku Can Zorlu,Top,Turkey,tr,Team AURORA
Crossman,Burak Salt,Mid,Europe,germany,Team AURORA
Ippon,Bartosz Dzikowski,Jungle,Europe,pl,ZONE eSports
Abaria,Bogusław Dobryniewski,Mid/Ad Carry,Europe,pl,ZONE eSports
Lukezy,Luka Trumbić,Mid,Europe,hr,ZONE eSports
Edwin,Atamert Özevin,Top/Mid,Turkey,tr,ZONE eSports
Stansfield,Mert Tezgür,Ad Carry,Turkey,tr,ZONE eSports
Sketch,Semih Gürbüz,Ad Carry/Top,Turkey,tr,ZONE eSports
Theokoles,Muhammed Işık,Jungle,Turkey,tr,bpi
Yokaro,Jousif Karam Dawood,Top,Europe,se,bpi
Uloper,Arno Schmidt,Support,Europe,germany,bpi
Lynx Cerezz,Furkan Arıkovan,Mid,Turkey,tr,bpi
