From,To
Hauntzer (Kevin Yarnell),Svenskeren (Dennis Johnsen)
Hauntzer (Kevin Yarnell),Bjergsen (Søren Bjerg)
Hauntzer (Kevin Yarnell),Doublelift (Yiliang Peng)
Hauntzer (Kevin Yarnell),kaSing (Raymond Tsang)
Hauntzer (Kevin Yarnell),Jarge (Joshua Smith)
Svenskeren (Dennis Johnsen),Bjergsen (Søren Bjerg)
Svenskeren (Dennis Johnsen),Doublelift (Yiliang Peng)
Svenskeren (Dennis Johnsen),kaSing (Raymond Tsang)
Svenskeren (Dennis Johnsen),Jarge (Joshua Smith)
Bjergsen (Søren Bjerg),Doublelift (Yiliang Peng)
Bjergsen (Søren Bjerg),kaSing (Raymond Tsang)
Bjergsen (Søren Bjerg),Jarge (Joshua Smith)
Doublelift (Yiliang Peng),kaSing (Raymond Tsang)
Doublelift (Yiliang Peng),Jarge (Joshua Smith)
kaSing (Raymond Tsang),Jarge (Joshua Smith)
Vizicsacsi (Tamás Kiss),Gilius (Erberk Demir)
Vizicsacsi (Tamás Kiss),Fox (Hampus Myhre) (Hampus Myhre)
Vizicsacsi (Tamás Kiss),Steeelback (Pierre Medjaldi)
Vizicsacsi (Tamás Kiss),Hylissang (Zdravets Galabov)
Vizicsacsi (Tamás Kiss),Sheepy (Fabian Mallant)
Gilius (Erberk Demir),Fox (Hampus Myhre) (Hampus Myhre)
Gilius (Erberk Demir),Steeelback (Pierre Medjaldi)
Gilius (Erberk Demir),Hylissang (Zdravets Galabov)
Gilius (Erberk Demir),Sheepy (Fabian Mallant)
Fox (Hampus Myhre) (Hampus Myhre),Steeelback (Pierre Medjaldi)
Fox (Hampus Myhre) (Hampus Myhre),Hylissang (Zdravets Galabov)
Fox (Hampus Myhre) (Hampus Myhre),Sheepy (Fabian Mallant)
Steeelback (Pierre Medjaldi),Hylissang (Zdravets Galabov)
Steeelback (Pierre Medjaldi),Sheepy (Fabian Mallant)
Hylissang (Zdravets Galabov),Sheepy (Fabian Mallant)
Balls (An Le),Rush (Lee Yoon-jae (이윤재))
Balls (An Le),Jensen (Nicolaj Jensen)
Balls (An Le),Sneaky (Zachary Scuderi)
Balls (An Le),Hai (Hai Lam)
Balls (An Le),LemonNation (Daerek Hart)
Rush (Lee Yoon-jae (이윤재)),Jensen (Nicolaj Jensen)
Rush (Lee Yoon-jae (이윤재)),Sneaky (Zachary Scuderi)
Rush (Lee Yoon-jae (이윤재)),Hai (Hai Lam)
Rush (Lee Yoon-jae (이윤재)),LemonNation (Daerek Hart)
Jensen (Nicolaj Jensen),Sneaky (Zachary Scuderi)
Jensen (Nicolaj Jensen),Hai (Hai Lam)
Jensen (Nicolaj Jensen),LemonNation (Daerek Hart)
Sneaky (Zachary Scuderi),Hai (Hai Lam)
Sneaky (Zachary Scuderi),LemonNation (Daerek Hart)
Hai (Hai Lam),LemonNation (Daerek Hart)
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),Ares (Kim Min-kwon) (Kim Min-kwon (김민권))
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),Athena (Kang Ha-woon (강하운))
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),LokeN (Lee Dong-wook (이동욱))
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),Key (Kim Han-gi (김한기))
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)), (Kim Ga-ram (김가람))
Ares (Kim Min-kwon) (Kim Min-kwon (김민권)),Athena (Kang Ha-woon (강하운))
Ares (Kim Min-kwon) (Kim Min-kwon (김민권)),LokeN (Lee Dong-wook (이동욱))
Ares (Kim Min-kwon) (Kim Min-kwon (김민권)),Key (Kim Han-gi (김한기))
Ares (Kim Min-kwon) (Kim Min-kwon (김민권)), (Kim Ga-ram (김가람))
Athena (Kang Ha-woon (강하운)),LokeN (Lee Dong-wook (이동욱))
Athena (Kang Ha-woon (강하운)),Key (Kim Han-gi (김한기))
Athena (Kang Ha-woon (강하운)), (Kim Ga-ram (김가람))
LokeN (Lee Dong-wook (이동욱)),Key (Kim Han-gi (김한기))
LokeN (Lee Dong-wook (이동욱)), (Kim Ga-ram (김가람))
Key (Kim Han-gi (김한기)), (Kim Ga-ram (김가람))
Gamsu (Noh Yeong-jin (노영진)),Spirit (Lee Da-yoon (이다윤))
Gamsu (Noh Yeong-jin (노영진)),Febiven (Fabian Diepstraten)
Gamsu (Noh Yeong-jin (노영진)),Rekkles (Martin Larsson)
Gamsu (Noh Yeong-jin (노영진)),NoXiAK (Lewis Simon Felix)
Gamsu (Noh Yeong-jin (노영진)),Delior (Luis Sevilla Petit)
Spirit (Lee Da-yoon (이다윤)),Febiven (Fabian Diepstraten)
Spirit (Lee Da-yoon (이다윤)),Rekkles (Martin Larsson)
Spirit (Lee Da-yoon (이다윤)),NoXiAK (Lewis Simon Felix)
Spirit (Lee Da-yoon (이다윤)),Delior (Luis Sevilla Petit)
Febiven (Fabian Diepstraten),Rekkles (Martin Larsson)
Febiven (Fabian Diepstraten),NoXiAK (Lewis Simon Felix)
Febiven (Fabian Diepstraten),Delior (Luis Sevilla Petit)
Rekkles (Martin Larsson),NoXiAK (Lewis Simon Felix)
Rekkles (Martin Larsson),Delior (Luis Sevilla Petit)
NoXiAK (Lewis Simon Felix),Delior (Luis Sevilla Petit)
Odoamne (Andrei Pascu),Jankos (Marcin Jankowski)
Odoamne (Andrei Pascu),Ryu (Ryu Sang-wook (류상욱))
Odoamne (Andrei Pascu),FORG1VENGRE (Konstantinos Tzortziou)
Odoamne (Andrei Pascu),Vander (Oskar Bogdan)
Odoamne (Andrei Pascu),pr0lly (Neil Hammad)
Jankos (Marcin Jankowski),Ryu (Ryu Sang-wook (류상욱))
Jankos (Marcin Jankowski),FORG1VENGRE (Konstantinos Tzortziou)
Jankos (Marcin Jankowski),Vander (Oskar Bogdan)
Jankos (Marcin Jankowski),pr0lly (Neil Hammad)
Ryu (Ryu Sang-wook (류상욱)),FORG1VENGRE (Konstantinos Tzortziou)
Ryu (Ryu Sang-wook (류상욱)),Vander (Oskar Bogdan)
Ryu (Ryu Sang-wook (류상욱)),pr0lly (Neil Hammad)
FORG1VENGRE (Konstantinos Tzortziou),Vander (Oskar Bogdan)
FORG1VENGRE (Konstantinos Tzortziou),pr0lly (Neil Hammad)
Vander (Oskar Bogdan),pr0lly (Neil Hammad)
V (Bao Bo (鮑波)),Swift (Baek Da-hoon (백다훈))
V (Bao Bo (鮑波)),Doinb (Kim Tae-sang (김태상))
V (Bao Bo (鮑波)),TnT (Yu Rui (喻瑞))
V (Bao Bo (鮑波)),TcT (Zhang Hong-Wei (张洪伟))
V (Bao Bo (鮑波)),Hiro (Lee Woo-suk) (Lee Woo-suk (이우석))
Swift (Baek Da-hoon (백다훈)),Doinb (Kim Tae-sang (김태상))
Swift (Baek Da-hoon (백다훈)),TnT (Yu Rui (喻瑞))
Swift (Baek Da-hoon (백다훈)),TcT (Zhang Hong-Wei (张洪伟))
Swift (Baek Da-hoon (백다훈)),Hiro (Lee Woo-suk) (Lee Woo-suk (이우석))
Doinb (Kim Tae-sang (김태상)),TnT (Yu Rui (喻瑞))
Doinb (Kim Tae-sang (김태상)),TcT (Zhang Hong-Wei (张洪伟))
Doinb (Kim Tae-sang (김태상)),Hiro (Lee Woo-suk) (Lee Woo-suk (이우석))
TnT (Yu Rui (喻瑞)),TcT (Zhang Hong-Wei (张洪伟))
TnT (Yu Rui (喻瑞)),Hiro (Lee Woo-suk) (Lee Woo-suk (이우석))
TcT (Zhang Hong-Wei (张洪伟)),Hiro (Lee Woo-suk) (Lee Woo-suk (이우석))
Smittyj (Lennart Warkus),Kirei (Thomas Yuen)
Smittyj (Lennart Warkus),Shiphtur (Danny Le)
Smittyj (Lennart Warkus),Apollo (Apollo Price) (Apollo Price)
Smittyj (Lennart Warkus),Jesiz (Jesse Le)
Smittyj (Lennart Warkus),Brokenshard (Ram Djemal)
Kirei (Thomas Yuen),Shiphtur (Danny Le)
Kirei (Thomas Yuen),Apollo (Apollo Price) (Apollo Price)
Kirei (Thomas Yuen),Jesiz (Jesse Le)
Kirei (Thomas Yuen),Brokenshard (Ram Djemal)
Shiphtur (Danny Le),Apollo (Apollo Price) (Apollo Price)
Shiphtur (Danny Le),Jesiz (Jesse Le)
Shiphtur (Danny Le),Brokenshard (Ram Djemal)
Apollo (Apollo Price) (Apollo Price),Jesiz (Jesse Le)
Apollo (Apollo Price) (Apollo Price),Brokenshard (Ram Djemal)
Jesiz (Jesse Le),Brokenshard (Ram Djemal)
Crazy (Kim Jae-hee) (Kim Jae-hee (김재희)),Tempt (Kang Myung-gu (강명구))
Ares (Kim Min-kwon) (Kim Min-kwon (김민권)),Tempt (Kang Myung-gu (강명구))
Tempt (Kang Myung-gu (강명구)),LokeN (Lee Dong-wook (이동욱))
Tempt (Kang Myung-gu (강명구)),Key (Kim Han-gi (김한기))
Gamsu (Noh Yeong-jin (노영진)),Klaj (Johan Olsson)
Spirit (Lee Da-yoon (이다윤)),Klaj (Johan Olsson)
Febiven (Fabian Diepstraten),Klaj (Johan Olsson)
Rekkles (Martin Larsson),Klaj (Johan Olsson)
V (Bao Bo (鮑波)),Uzi (Jian Zi-Hao) (Jian Zi-Hao (简自豪))
Swift (Baek Da-hoon (백다훈)),Uzi (Jian Zi-Hao) (Jian Zi-Hao (简自豪))
Doinb (Kim Tae-sang (김태상)),Uzi (Jian Zi-Hao) (Jian Zi-Hao (简自豪))
Uzi (Jian Zi-Hao) (Jian Zi-Hao (简自豪)),TcT (Zhang Hong-Wei (张洪伟))
Looper (Jang Hyeong-seok (장형석)),Mlxg (Liu Shi-Yu (刘世宇))
Looper (Jang Hyeong-seok (장형석)),xiaohu (Li Yuan-Hao (李元浩))
Looper (Jang Hyeong-seok (장형석)),wuxx (Wang Cheng (王城))
Looper (Jang Hyeong-seok (장형석)),Mata (Cho Se-hyoung (조세형))
Mlxg (Liu Shi-Yu (刘世宇)),xiaohu (Li Yuan-Hao (李元浩))
Mlxg (Liu Shi-Yu (刘世宇)),wuxx (Wang Cheng (王城))
Mlxg (Liu Shi-Yu (刘世宇)),Mata (Cho Se-hyoung (조세형))
xiaohu (Li Yuan-Hao (李元浩)),wuxx (Wang Cheng (王城))
xiaohu (Li Yuan-Hao (李元浩)),Mata (Cho Se-hyoung (조세형))
wuxx (Wang Cheng (王城)),Mata (Cho Se-hyoung (조세형))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Blank (Kang Sun-gu (강선구))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Faker (Lee Sang-hyeok (이상혁))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Bang (Bae Jun-sik (배준식))
Duke (Lee Ho-seong) (Lee Ho-seong (이호성)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Blank (Kang Sun-gu (강선구)),Faker (Lee Sang-hyeok (이상혁))
Blank (Kang Sun-gu (강선구)),Bang (Bae Jun-sik (배준식))
Blank (Kang Sun-gu (강선구)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Faker (Lee Sang-hyeok (이상혁)),Bang (Bae Jun-sik (배준식))
Faker (Lee Sang-hyeok (이상혁)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Bang (Bae Jun-sik (배준식)),Wolf (Lee Jae-wan) (Lee Jae-wan (이재완))
Hauntzer (Kevin Yarnell),Yellowstar (Bora Kim)
Svenskeren (Dennis Johnsen),Yellowstar (Bora Kim)
Bjergsen (Søren Bjerg),Yellowstar (Bora Kim)
Doublelift (Yiliang Peng),Yellowstar (Bora Kim)
Koro1 (Tong Yang (童扬)),Clearlove (Ming Kai (明凯))
Koro1 (Tong Yang (童扬)),U (Zeng Long (曾龙))
Koro1 (Tong Yang (童扬)),NaMei (Zhu Jia-Wen (朱佳文))
Koro1 (Tong Yang (童扬)),Fzzf (Feng Zhuo-Jun (冯卓君))
Koro1 (Tong Yang (童扬)),CaoMei (Wei Han-Dong (魏汉东))
Koro1 (Tong Yang (童扬)),Actsin (Yeon Hyeong-mo (연형모))
Koro1 (Tong Yang (童扬)),Ninja (Noh Geon-woo (노건우))
Koro1 (Tong Yang (童扬)),WeiXiao (Gao Xue-Cheng (高学成))
Koro1 (Tong Yang (童扬)),Conan (Ke Yi (柯宜))
Clearlove (Ming Kai (明凯)),U (Zeng Long (曾龙))
Clearlove (Ming Kai (明凯)),NaMei (Zhu Jia-Wen (朱佳文))
Clearlove (Ming Kai (明凯)),Fzzf (Feng Zhuo-Jun (冯卓君))
Clearlove (Ming Kai (明凯)),CaoMei (Wei Han-Dong (魏汉东))
Clearlove (Ming Kai (明凯)),Actsin (Yeon Hyeong-mo (연형모))
Clearlove (Ming Kai (明凯)),Ninja (Noh Geon-woo (노건우))
Clearlove (Ming Kai (明凯)),WeiXiao (Gao Xue-Cheng (高学成))
Clearlove (Ming Kai (明凯)),Conan (Ke Yi (柯宜))
U (Zeng Long (曾龙)),NaMei (Zhu Jia-Wen (朱佳文))
U (Zeng Long (曾龙)),Fzzf (Feng Zhuo-Jun (冯卓君))
U (Zeng Long (曾龙)),CaoMei (Wei Han-Dong (魏汉东))
U (Zeng Long (曾龙)),Actsin (Yeon Hyeong-mo (연형모))
U (Zeng Long (曾龙)),Ninja (Noh Geon-woo (노건우))
U (Zeng Long (曾龙)),WeiXiao (Gao Xue-Cheng (高学成))
U (Zeng Long (曾龙)),Conan (Ke Yi (柯宜))
NaMei (Zhu Jia-Wen (朱佳文)),Fzzf (Feng Zhuo-Jun (冯卓君))
NaMei (Zhu Jia-Wen (朱佳文)),CaoMei (Wei Han-Dong (魏汉东))
NaMei (Zhu Jia-Wen (朱佳文)),Actsin (Yeon Hyeong-mo (연형모))
NaMei (Zhu Jia-Wen (朱佳文)),Ninja (Noh Geon-woo (노건우))
NaMei (Zhu Jia-Wen (朱佳文)),WeiXiao (Gao Xue-Cheng (高学成))
NaMei (Zhu Jia-Wen (朱佳文)),Conan (Ke Yi (柯宜))
Fzzf (Feng Zhuo-Jun (冯卓君)),CaoMei (Wei Han-Dong (魏汉东))
Fzzf (Feng Zhuo-Jun (冯卓君)),Actsin (Yeon Hyeong-mo (연형모))
Fzzf (Feng Zhuo-Jun (冯卓君)),Ninja (Noh Geon-woo (노건우))
Fzzf (Feng Zhuo-Jun (冯卓君)),WeiXiao (Gao Xue-Cheng (高学成))
Fzzf (Feng Zhuo-Jun (冯卓君)),Conan (Ke Yi (柯宜))
CaoMei (Wei Han-Dong (魏汉东)),Actsin (Yeon Hyeong-mo (연형모))
CaoMei (Wei Han-Dong (魏汉东)),Ninja (Noh Geon-woo (노건우))
CaoMei (Wei Han-Dong (魏汉东)),WeiXiao (Gao Xue-Cheng (高学成))
CaoMei (Wei Han-Dong (魏汉东)),Conan (Ke Yi (柯宜))
Actsin (Yeon Hyeong-mo (연형모)),Ninja (Noh Geon-woo (노건우))
Actsin (Yeon Hyeong-mo (연형모)),WeiXiao (Gao Xue-Cheng (高学成))
Actsin (Yeon Hyeong-mo (연형모)),Conan (Ke Yi (柯宜))
Ninja (Noh Geon-woo (노건우)),WeiXiao (Gao Xue-Cheng (高学成))
Ninja (Noh Geon-woo (노건우)),Conan (Ke Yi (柯宜))
WeiXiao (Gao Xue-Cheng (高学成)),Conan (Ke Yi (柯宜))
Wickd (Mike Petersen),Shook (Ilyas Hartsema)
Wickd (Mike Petersen),Froggen (Henrik Hansen)
Wickd (Mike Petersen),Rekkles (Martin Larsson)
Wickd (Mike Petersen),Nyph (Patrick Funke)
Shook (Ilyas Hartsema),Froggen (Henrik Hansen)
Shook (Ilyas Hartsema),Rekkles (Martin Larsson)
Shook (Ilyas Hartsema),Nyph (Patrick Funke)
Froggen (Henrik Hansen),Rekkles (Martin Larsson)
Froggen (Henrik Hansen),Nyph (Patrick Funke)
Rekkles (Martin Larsson),Nyph (Patrick Funke)
Balls (An Le),Meteos (William Hartman)
Meteos (William Hartman),Hai (Hai Lam)
Meteos (William Hartman),Sneaky (Zachary Scuderi)
Meteos (William Hartman),LemonNation (Daerek Hart)
Porky (Gerardo Cuamea) (Gerardo Cuamea),Thyak (Marcelo Ramones)
Porky (Gerardo Cuamea) (Gerardo Cuamea),Seeiya (Édgar Bracamontes)
Porky (Gerardo Cuamea) (Gerardo Cuamea),Maplestreet (Ainslie Wyllie)
Porky (Gerardo Cuamea) (Gerardo Cuamea),Dodo8 (Kang Jun-hyeok (강준혁))
Thyak (Marcelo Ramones),Seeiya (Édgar Bracamontes)
Thyak (Marcelo Ramones),Maplestreet (Ainslie Wyllie)
Thyak (Marcelo Ramones),Dodo8 (Kang Jun-hyeok (강준혁))
Seeiya (Édgar Bracamontes),Maplestreet (Ainslie Wyllie)
Seeiya (Édgar Bracamontes),Dodo8 (Kang Jun-hyeok (강준혁))
Maplestreet (Ainslie Wyllie),Dodo8 (Kang Jun-hyeok (강준혁))
Leko (Whesley Holler),SirT (Thúlio Carlos)
Leko (Whesley Holler),Kami (Gabriel Bohm Santos) (Gabriel Santos)
Leko (Whesley Holler),Lactea (Han Gi-hyeon (한기현))
Leko (Whesley Holler),Olleh (Kim Joo-sung (김주성))
SirT (Thúlio Carlos),Kami (Gabriel Bohm Santos) (Gabriel Santos)
SirT (Thúlio Carlos),Lactea (Han Gi-hyeon (한기현))
SirT (Thúlio Carlos),Olleh (Kim Joo-sung (김주성))
Kami (Gabriel Bohm Santos) (Gabriel Santos),Lactea (Han Gi-hyeon (한기현))
Kami (Gabriel Bohm Santos) (Gabriel Santos),Olleh (Kim Joo-sung (김주성))
Lactea (Han Gi-hyeon (한기현)),Olleh (Kim Joo-sung (김주성))
Dyrus (Marcus Hill),Santorin (Lucas Larsen)
Dyrus (Marcus Hill),Bjergsen (Søren Bjerg)
Dyrus (Marcus Hill),WildTurtle (Jason Tran)
Dyrus (Marcus Hill),LustBoy (Ham Jang-sik (함장식))
Santorin (Lucas Larsen),Bjergsen (Søren Bjerg)
Santorin (Lucas Larsen),WildTurtle (Jason Tran)
Santorin (Lucas Larsen),LustBoy (Ham Jang-sik (함장식))
Bjergsen (Søren Bjerg),WildTurtle (Jason Tran)
Bjergsen (Søren Bjerg),LustBoy (Ham Jang-sik (함장식))
WildTurtle (Jason Tran),LustBoy (Ham Jang-sik (함장식))
Vizicsacsi (Tamás Kiss),Kikis (Mateusz Szkudlarek)
Vizicsacsi (Tamás Kiss),PowerOfEvil (Tristan Schrage)
Vizicsacsi (Tamás Kiss),Vardags (Pontus Dahlblom)
Kikis (Mateusz Szkudlarek),PowerOfEvil (Tristan Schrage)
Kikis (Mateusz Szkudlarek),Vardags (Pontus Dahlblom)
Kikis (Mateusz Szkudlarek),Hylissang (Zdravets Galabov)
PowerOfEvil (Tristan Schrage),Vardags (Pontus Dahlblom)
PowerOfEvil (Tristan Schrage),Hylissang (Zdravets Galabov)
Vardags (Pontus Dahlblom),Hylissang (Zdravets Galabov)
Thaldrin (Berke Demir),Theokoles (Muhammed Işık)
Thaldrin (Berke Demir),avenuee (Mustafa Atalay)
Thaldrin (Berke Demir),HolyPhoenix (Anıl Işık)
Thaldrin (Berke Demir),NoXiAK (Lewis Simon Felix)
Theokoles (Muhammed Işık),avenuee (Mustafa Atalay)
Theokoles (Muhammed Işık),HolyPhoenix (Anıl Işık)
Theokoles (Muhammed Işık),NoXiAK (Lewis Simon Felix)
avenuee (Mustafa Atalay),HolyPhoenix (Anıl Işık)
avenuee (Mustafa Atalay),NoXiAK (Lewis Simon Felix)
HolyPhoenix (Anıl Işık),NoXiAK (Lewis Simon Felix)
Darshan (Darshan Upadhyaya),Thinkcard (Thomas Slotkin)
Darshan (Darshan Upadhyaya),Link (Austin Shin)
Darshan (Darshan Upadhyaya),Doublelift (Yiliang Peng)
Thinkcard (Thomas Slotkin),Link (Austin Shin)
Thinkcard (Thomas Slotkin),Doublelift (Yiliang Peng)
Thinkcard (Thomas Slotkin),aphromoo (Zaqueri Black)
Link (Austin Shin),Doublelift (Yiliang Peng)
Link (Austin Shin),aphromoo (Zaqueri Black)
Doublelift (Yiliang Peng),aphromoo (Zaqueri Black)
Mezlijie (Erik Tarrodi),Lasagna (Ilya Melkumov)
Mezlijie (Erik Tarrodi),Bebe (Friedrich Knaub) (Friedrich Knaub)
Mezlijie (Erik Tarrodi),Creaton (Jakub Grzegorzewski)
Mezlijie (Erik Tarrodi),masterwork (Casper van Kampen)
Lasagna (Ilya Melkumov),Bebe (Friedrich Knaub) (Friedrich Knaub)
Lasagna (Ilya Melkumov),Creaton (Jakub Grzegorzewski)
Lasagna (Ilya Melkumov),masterwork (Casper van Kampen)
Bebe (Friedrich Knaub) (Friedrich Knaub),Creaton (Jakub Grzegorzewski)
Bebe (Friedrich Knaub) (Friedrich Knaub),masterwork (Casper van Kampen)
Creaton (Jakub Grzegorzewski),masterwork (Casper van Kampen)
Cabochard (Lucas Simon-Meslet),Diamondprox (Danil Reshetnikov)
Cabochard (Lucas Simon-Meslet),niQ (Sebastian Robak)
Cabochard (Lucas Simon-Meslet),P1noy (Kristoffer Pedersen)
Cabochard (Lucas Simon-Meslet),Edward (Edward Abgaryan)
Diamondprox (Danil Reshetnikov),niQ (Sebastian Robak)
Diamondprox (Danil Reshetnikov),P1noy (Kristoffer Pedersen)
Diamondprox (Danil Reshetnikov),Edward (Edward Abgaryan)
niQ (Sebastian Robak),P1noy (Kristoffer Pedersen)
niQ (Sebastian Robak),Edward (Edward Abgaryan)
P1noy (Kristoffer Pedersen),Edward (Edward Abgaryan)
Gamsu (Noh Yeong-jin (노영진)),Crumbzz (Alberto Rengifo)
Gamsu (Noh Yeong-jin (노영진)),Shiphtur (Danny Le)
Gamsu (Noh Yeong-jin (노영진)),Core JJ (Jo Yong-in (조용인))
Gamsu (Noh Yeong-jin (노영진)),KiWiKiD (Alan Nguyen)
Crumbzz (Alberto Rengifo),Shiphtur (Danny Le)
Crumbzz (Alberto Rengifo),Core JJ (Jo Yong-in (조용인))
Crumbzz (Alberto Rengifo),KiWiKiD (Alan Nguyen)
Shiphtur (Danny Le),Core JJ (Jo Yong-in (조용인))
Shiphtur (Danny Le),KiWiKiD (Alan Nguyen)
Core JJ (Jo Yong-in (조용인)),KiWiKiD (Alan Nguyen)
Overpow (Remigiusz Pusch),Jankos (Marcin Jankowski)
Overpow (Remigiusz Pusch),Ryu (Ryu Sang-wook (류상욱))
